"slope_filter_id","bin_midpoint","sampling_profile_dissim"
"collection10",421.16,0.666666666666667
"collection10",423.85,0.4
"collection10",425.85,0.5
"collection10",428.65,3
"collection10",431.75,2
"collection10",435.75,2.14285714285714
"collection10",439.55,3
"collection10",441.8,2.5
"collection10",444.15,1.5
"collection10",449,0.9375
"collection10",455.5,0.902777777777778
"collection10",463.8,0.9375
"collection10",470.35,0.75
"collection10",474.2,0.535714285714286
"collection10",481.975,1.40740740740741
"collection5",0.00585,0.75
"collection5",1.29585,0.727272727272727
"collection5",3.09,1.2
"collection5",4.4665,0.304347826086956
"collection5",6.2895,0.25
"collection5",9.438,0.326086956521739
"collection5",12.725,0.928571428571428
"collection5",14.9,0.4375
"collection5",18.215,0.576923076923077
"collection5",21.745,0.75
"collection5",25.17,0.31578947368421
"collection5",30.6,0.272727272727273
"collection5",35.805,0.590909090909091
"collection5",39.37,1.25
"collection5",44.55,1.35416666666667
"collection5",52.035,1.5
"collection5",57.62,0.375
"collection5",60.45,0.5
"collection5",63.83,0.583333333333333
"collection5",69.1,0.211538461538462
"collection5",77.9,0.920833333333333
"collection5",84.65,0.264705882352941
"collection5",87.75,3.3
"collection5",91.85,0.666666666666667
"collection5",97.2,0.26
"collection5",106.85,1.23076923076923
"collection5",117.3,0.382352941176471
"collection5",123.585,0.571428571428571
"collection5",129.185,0.666666666666667
"collection5",134.825,0.307692307692308
"collection5",140.075,0.264705882352941
"collection5",146.15,0.333333333333333
"collection5",152,0.5
"collection5",158.15,0.31578947368421
"collection5",163.4,0.352941176470588
"collection5",166.75,0.3
"collection5",169.55,0.25
"collection5",172.8,1.875
"collection5",179.45,0.272727272727273
"collection5",188.55,0.275
"collection5",196.2,0.785714285714285
"collection5",200.45,1
"collection5",203.55,0.642857142857143
"collection5",216.5,1.0625
"collection5",232.15,0.375
"collection5",239.232,0.269230769230769
"collection5",244.082,0.208333333333333
"collection5",248.3,0.433333333333333
"collection5",250.901,0.695652173913043
"collection5",253.021,1.07142857142857
"collection5",256.825,0.075187969924812
"collection5",261.895,0.729166666666667
"collection5",265.59,0.85
"collection5",270.65,1.14285714285714
"collection5",278.85,0.466666666666667
"collection5",286.7,0.576923076923077
"collection5",291.81,0.0773809523809524
"collection5",296.21,0.9
"collection5",301.3,0.571428571428571
"collection5",305.35,0.625
"collection5",311.1,0.875
"collection5",319.3,1
"collection5",326.85,0.75
"collection5",338.5,0.692307692307692
"collection5",352.78,0.238095238095238
"collection5",365.505,2.75
"collection5",377.23,1.5
"collection5",385.13,1.21739130434783
"collection5",390.71,3.19565217391304
"collection5",402.045,0.9
"collection5",411.82,0.75
"collection5",416.32,1.125
"collection5",421.16,4
"collection5",423.85,0.416666666666667
"collection5",425.85,0.4
"collection5",428.65,0.423076923076923
"collection5",431.75,2.08333333333333
"collection5",435.75,1.07142857142857
"collection5",439.55,3
"collection5",441.8,0.416666666666667
"collection5",444.15,2.2
"collection5",449,0.285714285714286
"collection5",455.5,0.760233918128655
"collection5",463.8,0.477272727272727
"collection5",470.35,1
"collection5",474.2,0.85
"collection5",481.975,1.69312169312169
"occurrence10",0.00585,0.916666666666667
"occurrence10",1.29585,0.708333333333333
"occurrence10",3.09,1
"occurrence10",4.4665,0.269230769230769
"occurrence10",6.2895,0.25
"occurrence10",9.438,0.3125
"occurrence10",12.725,0.8125
"occurrence10",14.9,0.363636363636364
"occurrence10",18.215,1.07142857142857
"occurrence10",21.745,0.75
"occurrence10",25.17,0.31578947368421
"occurrence10",30.6,0.285714285714286
"occurrence10",35.805,0.541666666666667
"occurrence10",39.37,1.25
"occurrence10",44.55,1.12
"occurrence10",52.035,1.5
"occurrence10",57.62,0.4
"occurrence10",60.45,0.5
"occurrence10",63.83,0.5
"occurrence10",69.1,0.208333333333333
"occurrence10",77.9,0.754573170731707
"occurrence10",84.65,0.28125
"occurrence10",87.75,3.3
"occurrence10",91.85,0.857142857142857
"occurrence10",97.2,0.230769230769231
"occurrence10",106.85,1.15384615384615
"occurrence10",117.3,0.40625
"occurrence10",123.585,0.5
"occurrence10",129.185,0.666666666666667
"occurrence10",134.825,1.5
"occurrence10",140.075,0.285714285714286
"occurrence10",146.15,0.75
"occurrence10",152,0.5
"occurrence10",158.15,0.375
"occurrence10",163.4,0.333333333333333
"occurrence10",166.75,0.3
"occurrence10",169.55,0.289473684210526
"occurrence10",172.8,3.15
"occurrence10",179.45,0.3
"occurrence10",188.55,0.285714285714286
"occurrence10",196.2,1
"occurrence10",200.45,0.444444444444445
"occurrence10",203.55,0.5625
"occurrence10",216.5,1
"occurrence10",232.15,0.423076923076923
"occurrence10",239.232,1.125
"occurrence10",244.082,0.625
"occurrence10",248.3,0.458333333333333
"occurrence10",250.901,0.739130434782608
"occurrence10",253.021,1.01190476190476
"occurrence10",256.825,0.107655502392344
"occurrence10",261.895,0.835227272727273
"occurrence10",265.59,0.8
"occurrence10",270.65,1.06666666666667
"occurrence10",278.85,0.466666666666667
"occurrence10",286.7,0.464285714285714
"occurrence10",291.81,0.128205128205128
"occurrence10",296.21,0.9
"occurrence10",301.3,0.5
"occurrence10",305.35,0.8
"occurrence10",311.1,0.875
"occurrence10",319.3,1
"occurrence10",326.85,0.75
"occurrence10",338.5,1.17647058823529
"occurrence10",352.78,0.261904761904762
"occurrence10",365.505,2.29166666666667
"occurrence10",377.23,1.66666666666667
"occurrence10",385.13,0.717391304347826
"occurrence10",390.71,3.75
"occurrence10",402.045,1.2
"occurrence10",411.82,0.692307692307692
"occurrence10",416.32,1.05882352941176
"occurrence10",421.16,0.45
"occurrence10",423.85,0.375
"occurrence10",425.85,0.4
"occurrence10",428.65,0.75
"occurrence10",431.75,2.57142857142857
"occurrence10",435.75,1.00833333333333
"occurrence10",439.55,2
"occurrence10",441.8,0.493589743589744
"occurrence10",444.15,0.785714285714285
"occurrence10",449,0.285714285714286
"occurrence10",455.5,0.318181818181818
"occurrence10",463.8,0.348717948717949
"occurrence10",470.35,0.6
"occurrence10",474.2,0.85
"occurrence10",481.975,1.26164874551971
"occurrence5",0.00585,0.857142857142857
"occurrence5",1.29585,0.566666666666667
"occurrence5",3.09,0.75
"occurrence5",4.4665,0.258620689655172
"occurrence5",6.2895,0.3
"occurrence5",9.438,0.3
"occurrence5",12.725,0.8125
"occurrence5",14.9,0.333333333333333
"occurrence5",18.215,1.07142857142857
"occurrence5",21.745,0.857142857142857
"occurrence5",25.17,0.31578947368421
"occurrence5",30.6,0.260869565217391
"occurrence5",35.805,0.52
"occurrence5",39.37,1.375
"occurrence5",44.55,1.12
"occurrence5",52.035,1.5
"occurrence5",57.62,0.4
"occurrence5",60.45,0.5
"occurrence5",63.83,0.0625
"occurrence5",69.1,0.203703703703704
"occurrence5",77.9,0.590425531914893
"occurrence5",84.65,0.5
"occurrence5",87.75,2.475
"occurrence5",91.85,0.777777777777778
"occurrence5",97.2,0.241379310344828
"occurrence5",106.85,1.21428571428571
"occurrence5",117.3,0.342105263157895
"occurrence5",123.585,0.729166666666667
"occurrence5",129.185,0.833333333333333
"occurrence5",134.825,1
"occurrence5",140.075,0.25
"occurrence5",146.15,0.294117647058824
"occurrence5",152,0.611111111111111
"occurrence5",158.15,0.31578947368421
"occurrence5",163.4,0.325
"occurrence5",166.75,0.30952380952381
"occurrence5",169.55,0.25
"occurrence5",172.8,0.384615384615385
"occurrence5",179.45,0.260869565217391
"occurrence5",188.55,0.24
"occurrence5",196.2,0.928571428571428
"occurrence5",200.45,1.2
"occurrence5",203.55,0.5625
"occurrence5",216.5,0.85
"occurrence5",232.15,0.342105263157895
"occurrence5",239.232,0.9
"occurrence5",244.082,0.208333333333333
"occurrence5",248.3,0.4375
"occurrence5",250.901,0.708333333333333
"occurrence5",253.021,1.07142857142857
"occurrence5",256.825,0.0952380952380953
"occurrence5",261.895,0.602678571428571
"occurrence5",265.59,0.85
"occurrence5",270.65,1
"occurrence5",278.85,0.466666666666667
"occurrence5",286.7,0.571428571428571
"occurrence5",291.81,0.0448717948717948
"occurrence5",296.21,0.409090909090909
"occurrence5",301.3,0.571428571428571
"occurrence5",305.35,1
"occurrence5",311.1,0.9
"occurrence5",319.3,1
"occurrence5",326.85,0.75
"occurrence5",338.5,1.17647058823529
"occurrence5",352.78,0.24
"occurrence5",365.505,2.31
"occurrence5",377.23,1.66666666666667
"occurrence5",385.13,0.78
"occurrence5",390.71,3.46153846153846
"occurrence5",402.045,1.00358422939068
"occurrence5",411.82,0.692307692307692
"occurrence5",416.32,1.05882352941176
"occurrence5",421.16,0.409090909090909
"occurrence5",423.85,0.375
"occurrence5",425.85,0.4
"occurrence5",428.65,0.764705882352941
"occurrence5",431.75,2.57142857142857
"occurrence5",435.75,0.855555555555555
"occurrence5",439.55,2
"occurrence5",441.8,0.523809523809524
"occurrence5",444.15,0.785714285714285
"occurrence5",449,0.232843137254902
"occurrence5",455.5,0.318181818181818
"occurrence5",463.8,0.372960372960373
"occurrence5",470.35,0.7
"occurrence5",474.2,0.772727272727273
"occurrence5",481.975,1.03030303030303
