"method_group","slope_metric","qc_name","climate_state","n","n_Northern","n_Southern","median_slope","iqr_slope"
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Warmhouse",3,1,2,0.0317359926103813,0.169099367997249
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.322025134825916,0.19759963996538
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Coldhouse",22,12,10,-0.358558581996672,0.443955783537263
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Coolhouse",31,14,17,-0.336896572121889,0.654721553367741
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Transitional",23,14,9,-0.198897101047344,0.358718207386773
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Warmhouse",22,11,11,-0.00369765393103166,0.430341283619587
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Hothouse",19,9,10,0.0889084769303276,0.273030323363513
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.380836888780857,0.366658077953716
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Coolhouse",18,9,9,-0.307312654653011,0.391166415347024
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Transitional",11,6,5,-0.198897101047344,0.188969336587152
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Warmhouse",12,6,6,-0.068177219391301,0.272704913149488
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Hothouse",8,3,5,0.0972449166698565,0.177411621615173
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate","Coldhouse",11,7,4,-0.488311554067928,0.250823991079284
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate","Coolhouse",17,8,9,-0.336896572121889,0.495267546639461
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate","Transitional",14,9,5,-0.144968430194621,0.255974941236518
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate","Warmhouse",11,7,4,0.00639764712997518,0.431488827873903
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate","Hothouse",10,4,6,0.0972449166698565,0.179672778922642
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate_polar","Coldhouse",3,3,0,-0.488311554067928,0.0782601524779573
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate_polar","Coolhouse",8,3,5,-0.347406711875025,0.189974149238829
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate_polar","Transitional",4,2,2,-0.168249298903249,0.0997182100855857
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate_polar","Warmhouse",4,2,2,-0.0569665735759001,0.203822711598935
"percentile_latbin_OLS","q60","occurrence10_k2_tropical_temperate_polar","Hothouse",4,1,3,0.195370541287118,0.102918735606446
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate","Coldhouse",4,4,0,-0.540345848421456,0.130159453204714
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate","Coolhouse",8,3,5,-0.114954877564282,1.46914332249035
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate","Transitional",9,6,3,-0.0780195428667992,0.395264151410127
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate","Warmhouse",7,3,4,0.0765989792060286,0.323766162418774
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate","Hothouse",6,3,3,0.13803899168551,0.164509573379712
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.488311554067928,0
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate_polar","Coolhouse",1,0,1,-0.392227743324751,0
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate_polar","Transitional",3,1,2,-0.137601496759154,0.0604387790902726
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate_polar","Warmhouse",3,1,2,0.00639764712997518,0.217552761080243
"percentile_latbin_OLS","q60","occurrence10_k3_tropical_temperate_polar","Hothouse",3,0,3,0.203571576133544,0.0605263892751564
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate","Coldhouse",22,12,10,-0.372719721633805,0.403983881661517
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate","Coolhouse",32,15,17,-0.300062733095644,0.565963729390268
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate","Transitional",25,15,10,-0.153125999016517,0.336932000926853
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate","Warmhouse",24,12,12,0.000284881067664216,0.337547312186383
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate","Hothouse",20,10,10,-0.0277681546460088,0.521379797419203
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate_polar","Coldhouse",11,6,5,-0.381376060388467,0.317624584844892
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate_polar","Coolhouse",19,10,9,-0.240262883350544,0.461050320416216
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate_polar","Transitional",13,7,6,-0.157606746446052,0.213706085687485
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate_polar","Warmhouse",13,7,6,-0.058090347822735,0.123632647347052
"percentile_latbin_OLS","q60","occurrence5_k1_tropical_temperate_polar","Hothouse",10,4,6,0.00748163268998742,0.302888639822422
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate","Coldhouse",12,7,5,-0.497921382197102,0.255171648175941
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate","Coolhouse",22,10,12,-0.300062733095644,0.568957212360195
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate","Transitional",16,11,5,-0.148600146935393,0.247945322570709
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate","Warmhouse",13,8,5,-0.0566425693333107,0.144418893800902
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate","Hothouse",11,5,6,-0.0144435055906688,0.337184248291559
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.497921382197102,0.100849814979138
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate_polar","Coolhouse",11,6,5,-0.240262883350544,0.368776979395228
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.157606746446052,0.072516665893985
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate_polar","Warmhouse",9,5,4,-0.058090347822735,0.0532156325167544
"percentile_latbin_OLS","q60","occurrence5_k2_tropical_temperate_polar","Hothouse",5,2,3,0.195863423588759,0.271170175610982
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate","Coldhouse",6,5,1,-0.542689131258121,0.0802414218128263
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate","Coolhouse",10,3,7,-0.219929125370706,1.13320746678139
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate","Transitional",11,7,4,-0.0576941810755251,0.303396145149014
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate","Warmhouse",7,3,4,0.0765989792060286,0.316341743122615
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate","Hothouse",6,3,3,0.0907099589990449,0.255954364003094
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.497921382197102,0.0394636879971759
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate_polar","Coolhouse",4,1,3,-0.300184617846459,0.149335028167234
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate_polar","Transitional",3,1,2,-0.141877400397897,0.0499562826852634
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate_polar","Warmhouse",4,1,3,-0.0363473149504269,0.120363182681205
"percentile_latbin_OLS","q60","occurrence5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.212970397749196,0.146245675186359
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","Coldhouse",14,8,6,-0.646713367583702,0.989541230777733
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","Coolhouse",24,12,12,-0.330929675390447,0.655402803092659
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","Transitional",19,12,7,0.0923638663311594,0.559474152545797
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","Warmhouse",14,8,6,0.113804373110219,1.02395728395766
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","Hothouse",12,6,6,0.29386300534476,0.600748823413001
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","Coldhouse",7,5,2,-0.626133729460069,0.35203386201772
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","Coolhouse",12,8,4,-0.437616170224445,0.383876272104115
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","Transitional",6,2,4,-0.214683108256081,0.451018751078576
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","Warmhouse",7,3,4,-0.275687374379482,0.520171086362067
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate_polar","Hothouse",5,2,3,-0.0453453104209489,0.517853602207454
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","Coldhouse",5,5,0,-0.645684613215802,0.211733494233935
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","Coolhouse",10,5,5,-0.420026836657551,0.743270120680436
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","Transitional",10,7,3,0.138314086577815,0.39645028363079
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","Warmhouse",8,4,4,0.278776393655955,1.0123106703136
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate","Hothouse",6,3,3,0.183825672735753,0.551602236730601
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","Coldhouse",2,2,0,-0.541875374834636,0.105866747116967
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","Coolhouse",2,1,1,-0.689508604760325,0.205460716103982
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","Transitional",2,1,1,0.100147035403208,0.00778316907204865
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","Warmhouse",3,1,2,0.088273467007735,0.376022127892804
"percentile_latbin_OLS","q75","collection10_k2_tropical_temperate_polar","Hothouse",3,0,3,0.412996655892455,0.341424496115765
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","Coldhouse",3,3,0,-0.645684613215802,0.105866747116967
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","Coolhouse",2,0,2,0.605304742506589,0.63413221965238
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","Transitional",3,2,1,0.168697968680373,0.70690135733722
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","Warmhouse",6,2,4,0.278776393655955,0.974202125500222
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate","Hothouse",5,2,3,-0.0453453104209489,0.485434365942518
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.647742121951603,0
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate_polar","Warmhouse",1,1,0,0.088273467007735,0
"percentile_latbin_OLS","q75","collection10_k3_tropical_temperate_polar","Hothouse",2,0,2,0.525250168851518,0.112253512959063
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","Coldhouse",19,11,8,-0.403667964116811,0.522040775683167
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","Coolhouse",29,14,15,-0.298740718455286,0.678022214480504
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","Transitional",23,13,10,-0.0546589663668867,0.479806220459069
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","Warmhouse",20,11,9,0.00614581402010052,0.538229840637016
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate","Hothouse",17,9,8,0.0804620751495844,0.4865462359671
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.523003314260423,0.418355693925426
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","Coolhouse",18,10,8,-0.362959249643911,0.490794757407405
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","Transitional",10,4,6,-0.260815429853264,0.312818591204247
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","Warmhouse",12,7,5,-0.106147880581616,0.391167538029458
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate_polar","Hothouse",8,4,4,0.0512425285254476,0.350873122581861
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","Coldhouse",8,6,2,-0.63438989394975,0.280275147849447
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","Coolhouse",16,8,8,-0.313731511043085,0.678911833716997
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","Transitional",13,8,5,-0.0546589663668867,0.416123122728071
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","Warmhouse",11,7,4,-0.0699639626547281,0.395259662864437
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate","Hothouse",8,4,4,0.0512425285254476,0.350873122581861
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.648737114847524,0.0742338005070827
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","Coolhouse",10,6,4,-0.428227463653504,0.422831506176891
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.223422573856696,0.253605253969634
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","Warmhouse",7,5,2,-0.142331798508504,0.17919614094201
"percentile_latbin_OLS","q75","collection5_k2_tropical_temperate_polar","Hothouse",4,1,3,0.308451560359996,0.261327056607545
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","Coldhouse",5,5,0,-0.655135565291014,0.25854449936739
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","Coolhouse",7,3,4,-0.429277146474472,0.422843095068349
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","Transitional",7,5,2,0.0473780060215823,0.388010329017121
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","Warmhouse",7,3,4,0.159387070750845,0.57916619610695
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate","Hothouse",6,3,3,0.172825240453809,0.411091259627437
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.658674014387608,0.00353844909659362
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","Coolhouse",2,0,2,-0.450901803155993,0.0216246566815214
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","Transitional",2,1,1,0.00138748707069186,0.0459905189508905
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","Warmhouse",3,1,2,0.103021580501671,0.207140996260243
"percentile_latbin_OLS","q75","collection5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.308451560359996,0.261327056607545
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","Coldhouse",22,12,10,-0.435741242765081,0.484599910647527
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","Coolhouse",31,14,17,-0.463708851008607,0.705334103983778
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","Transitional",23,14,9,-0.242897243562412,0.507428491719077
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","Warmhouse",22,11,11,0.081315939609414,0.511530041186632
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","Hothouse",19,9,10,0.131372246070317,0.29945143544786
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.487069270491537,0.395585946603351
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","Coolhouse",18,9,9,-0.437146248442094,0.357743079058534
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","Transitional",11,6,5,-0.242897243562412,0.300594102233073
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","Warmhouse",12,6,6,-0.0894541850883791,0.36333626727621
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate_polar","Hothouse",8,3,5,0.112825010925997,0.211294726016438
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","Coldhouse",11,7,4,-0.565654778825838,0.24446506932193
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","Coolhouse",17,8,9,-0.463708851008607,0.583306887978938
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","Transitional",14,9,5,-0.156909985851294,0.616115675430477
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","Warmhouse",11,7,4,0.062697778501967,0.48179393538118
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate","Hothouse",10,4,6,0.13199899034037,0.186865496421519
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","Coldhouse",3,3,0,-0.565654778825838,0.117970891263625
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","Coolhouse",8,3,5,-0.464057353731929,0.328974300025594
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","Transitional",4,2,2,-0.195313616010094,0.164278982608
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","Warmhouse",4,2,2,-0.0205472389280501,0.261825932782091
"percentile_latbin_OLS","q75","occurrence10_k2_tropical_temperate_polar","Hothouse",4,1,3,0.240230479774291,0.142704574628747
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","Coldhouse",4,4,0,-0.605040161755161,0.148222274378649
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","Coolhouse",8,3,5,-0.189207953812078,1.71973092853346
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","Transitional",9,6,3,-0.0726419209992003,0.54005095733411
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","Warmhouse",7,3,4,0.157394389851975,0.464910922736034
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate","Hothouse",6,3,3,0.181683492712524,0.177591878849359
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.565654778825838,0
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","Coolhouse",1,0,1,-0.481327040886244,0
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","Transitional",3,1,2,-0.147729988457776,0.085127661281606
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","Warmhouse",3,1,2,0.062697778501967,0.227236306844011
"percentile_latbin_OLS","q75","occurrence10_k3_tropical_temperate_polar","Hothouse",3,0,3,0.24846622019385,0.0532799025974638
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","Coldhouse",22,12,10,-0.465459762977105,0.415168398005506
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","Coolhouse",32,15,17,-0.444941664101074,0.655334883708937
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","Transitional",25,15,10,-0.150668611095744,0.397215573848347
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","Warmhouse",24,12,12,0.0625322554339654,0.454013158037003
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate","Hothouse",20,10,10,0.0483029866949703,0.653502259041169
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","Coldhouse",11,6,5,-0.467920802581284,0.393211774318817
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","Coolhouse",19,10,9,-0.442512672909961,0.496206748511806
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","Transitional",13,7,6,-0.170717865280711,0.285769045996068
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","Warmhouse",13,7,6,-0.053820717641388,0.238532785039985
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate_polar","Hothouse",10,4,6,0.0483029866949703,0.351797354292779
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","Coldhouse",12,7,5,-0.545315655015368,0.322364033654828
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","Coolhouse",22,10,12,-0.444941664101074,0.617527344405243
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","Transitional",16,11,5,-0.150792829700983,0.383302030383249
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","Warmhouse",13,8,5,0.0248004202879233,0.259924938086867
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate","Hothouse",11,5,6,0.0713430082797839,0.429986727614174
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.600535943534794,0.130027190622314
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","Coolhouse",11,6,5,-0.442512672909961,0.419977697199448
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.228115391486974,0.189645034411563
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","Warmhouse",9,5,4,-0.053820717641388,0.191853414250828
"percentile_latbin_OLS","q75","occurrence5_k2_tropical_temperate_polar","Hothouse",5,2,3,0.248042390434254,0.463975327574327
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","Coldhouse",6,5,1,-0.545315655015368,0.141676640229221
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","Coolhouse",10,3,7,-0.302966264039747,1.30856868146833
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","Transitional",11,7,4,-0.0731743683602613,0.421073612765765
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","Warmhouse",7,3,4,0.157394389851975,0.365030758136451
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate","Hothouse",6,3,3,0.167812198912285,0.400353624242505
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.601072201174463,0.0557392728191562
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","Coolhouse",4,1,3,-0.444941664101074,0.0795192024539688
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","Transitional",3,1,2,-0.152953518861288,0.0774705115633564
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","Warmhouse",4,1,3,-0.000906535061846608,0.190975433206418
"percentile_latbin_OLS","q75","occurrence5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.290202345594924,0.191042669936285
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate","Coldhouse",14,8,6,-0.768073018453919,0.991660037756379
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate","Coolhouse",24,12,12,-0.362566193302634,0.554470754234509
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate","Transitional",19,12,7,0.166569398088336,0.88957237728397
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate","Warmhouse",14,8,6,0.126999165610355,1.40694727260742
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate","Hothouse",12,6,6,0.299345076231498,0.774142751575767
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate_polar","Coldhouse",7,5,2,-0.651648106557009,0.413115331099676
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate_polar","Coolhouse",12,8,4,-0.497864414536419,0.330285661532483
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate_polar","Transitional",6,2,4,-0.239684783877708,0.660023764495237
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate_polar","Warmhouse",7,3,4,-0.368061044280003,0.68764061495834
"percentile_latbin_OLS","q90","collection10_k1_tropical_temperate_polar","Hothouse",5,2,3,-0.138192771496894,0.670757605504985
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate","Coldhouse",5,5,0,-0.651648106557009,0.160192514108125
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate","Coolhouse",10,5,5,-0.497864414536419,0.652916624550051
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate","Transitional",10,7,3,0.233994651648254,0.701532843126901
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate","Warmhouse",8,4,4,0.27181989144523,1.3269067129759
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate","Hothouse",6,3,3,0.220870981077139,0.701064419285193
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate_polar","Coldhouse",2,2,0,-0.599654643172618,0.0519934633843915
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate_polar","Coolhouse",2,1,1,-0.715774652265779,0.204487533806614
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate_polar","Transitional",2,1,1,0.18745329529423,0.0208838972058943
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate_polar","Warmhouse",3,1,2,0.100915619129189,0.405392604020637
"percentile_latbin_OLS","q90","collection10_k2_tropical_temperate_polar","Hothouse",3,0,3,0.514647743600506,0.505312557849675
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate","Coldhouse",3,3,0,-0.651648106557009,0.0800962570540623
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate","Coolhouse",2,0,2,0.500788800747959,0.667558549514885
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate","Transitional",3,2,1,0.468338763741669,0.935170226019826
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate","Warmhouse",6,2,4,0.27181989144523,1.11229520471163
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate","Hothouse",5,2,3,-0.0729057814462279,0.652840515097401
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.651648106557009,0
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate_polar","Warmhouse",1,1,0,0.100915619129189,0
"percentile_latbin_OLS","q90","collection10_k3_tropical_temperate_polar","Hothouse",2,0,2,0.693540043901481,0.178892300300975
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate","Coldhouse",19,11,8,-0.601148564555412,0.626376909008096
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate","Coolhouse",29,14,15,-0.338186227351042,0.59152216881382
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate","Transitional",23,13,10,-0.029042265353491,0.623904754751529
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate","Warmhouse",20,11,9,-0.0296594444345018,0.895618325288041
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate","Hothouse",17,9,8,0.148687612100292,0.598563007276192
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.57373200170588,0.465096418099049
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate_polar","Coolhouse",18,10,8,-0.439513783835931,0.482508171544881
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate_polar","Transitional",10,4,6,-0.295745774260737,0.420182006469186
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate_polar","Warmhouse",12,7,5,-0.130231498572697,0.621641285127788
"percentile_latbin_OLS","q90","collection5_k1_tropical_temperate_polar","Hothouse",8,4,4,0.036145296595683,0.424382704667423
"percentile_latbin_OLS","q90","collection5_k2_tropical_temperate","Coldhouse",8,6,2,-0.65433100615204,0.369146709790757
"percentile_latbin_OLS","q90","collection5_k2_tropical_temperate","Coolhouse",16,8,8,-0.386013047013525,0.70736042363388
"percentile_latbin_OLS","q90","collection5_k2_tropical_temperate","Transitional",13,8,5,-0.029042265353491,0.665826459956418
"percentile_latbin_OLS","q90","collection5_k2_tropical_temperate","Warmhouse",11,7,4,-0.0775459259474878,0.6322364264572
