"bin_midpoint","stage.x","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method","label","color","n_cells","n_valid_lat_bins","min_abs_lat","max_abs_lat","lat_range","sum_nT","mean_nT","median_nT","mean_t_over_nT","max_t_over_nT","prop_high_extrapolation","slope_direction","bin","stage.y","short","bottom","top","dur","climate_state","climate_color"
25.17,"Chattian","Northern",0.125275863776809,30.3685684665742,0.418898654066741,-0.695765498194003,0.946317225747621,0.767701037906583,0.00404885511531341,24,"grid_cell_all_cells_OLS","good","Northern",24,6,7.24027666827185,62.4358517730874,55.1955751048155,3432,143,119,0.843481862659953,1.92666515849871,0.125,"reverse_LDG",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#E4E4E4"
30.6,"Rupelian","Northern",0.0897451736805011,31.9487176632833,0.367969922295845,-0.631475874019354,0.810966221380357,0.809304323148981,0.00237369789453749,27,"grid_cell_all_cells_OLS","good","Northern",27,7,8.09502443693333,62.4358517730874,54.3408273361541,6830,252.962962962963,87,0.766336167772884,1.78720318093875,0.111111111111111,"reverse_LDG",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#E4E4E4"
35.805,"Priabonian","Northern",-0.000659886491030327,24.8451411417037,0.410944554928921,-0.806111214151715,0.804791441169654,0.998733245649744,1.17205848433605e-07,24,"grid_cell_all_cells_OLS","good","Northern",24,6,7.24027666827185,48.4820559687227,41.2417793004508,4516,188.166666666667,144.5,0.727841113699356,1.59385199575722,0.125,"normal_LDG",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#DECABC"
39.37,"Bartonian","Northern",0.0718643212352751,17.8441348050154,0.407346818905317,-0.726535443819146,0.870264086289696,0.861443875493884,0.00129516145193587,26,"grid_cell_all_cells_OLS","good","Northern",26,6,16.0751815290455,62.4358517731045,46.360670244059,10479,403.038461538462,81.5,0.821833398811146,1.69931122112038,0.0769230769230769,"reverse_LDG",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#DECABC"
44.55,"Lutetian","Northern",0.319026718149557,8.94111891213216,0.302747076150109,-0.274357551104657,0.91241098740377,0.30068788869724,0.03687882952886,31,"grid_cell_all_cells_OLS","good","Northern",31,8,8.42236244533305e-10,62.4358517731045,62.4358517722623,7720,249.032258064516,66,0.710749418832386,1.95496381380396,0.0967741935483871,"reverse_LDG",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#DECABC"
52.035,"Ypresian","Northern",0.879351058131076,-3.73138604536701,0.437170230571656,0.0224974062106301,1.73620471005152,0.0594942957131466,0.183524507729705,20,"grid_cell_all_cells_OLS","good","Northern",20,6,4.10489967464932,51.9932841068581,47.8883844322088,5798,289.9,138.5,0.628522504451108,1.85111183704364,0.05,"reverse_LDG",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#D6B6B7"
57.62,"Thanetian","Northern",-0.15955533764972,43.3114212372951,0.902387340957328,-1.92823452592608,1.60912385062664,0.863183735482902,0.00311659988652568,12,"grid_cell_all_cells_OLS","good","Northern",12,4,28.222341291757,72.0740681049143,43.8517268131573,2075,172.916666666667,71,0.644914013151648,1.23942345497715,0,"normal_LDG",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#DECABC"
60.45,"Selandian","Northern",0.970413555206409,27.143364752681,0.983297226541029,-0.956849008814008,2.89767611922682,0.427726027746601,0.327497499318684,4,"grid_cell_all_cells_OLS","bad","Bad hemisphere",4,3,33.9767837990703,61.7098755954898,27.7330917964195,1152,288,271.5,0.81811328528919,1.5345983101651,0.25,"reverse_LDG",80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#D6B6B7"
63.83,"Danian","Northern",1.43862686498692,-39.8584299933009,1.84854025529916,-2.18451203539944,5.06176576537328,0.454441493130576,0.0571084348418308,12,"grid_cell_all_cells_OLS","good","Northern",12,3,32.9485708535522,46.446619081476,13.4980482279238,2496,208,64.5,0.8844920380425,1.70025947073031,0.166666666666667,"reverse_LDG",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#D6B6B7"
69.1,"Maastrichtian","Northern",0.89640104093169,-0.948533596724633,0.32097663854019,0.267286829392919,1.52551525247046,0.00831736065565001,0.178069807247949,38,"grid_cell_all_cells_OLS","good","Northern",38,8,4.73912066088778,56.8320827812714,52.0929621203836,15236,400.947368421053,88.5,0.569366966637968,1.73081931712196,0.0789473684210526,"reverse_LDG",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#E4E4E4"
77.9,"Campanian","Northern",0.0230703193323613,14.3545662235155,0.176190168906579,-0.322262411724533,0.368403050389256,0.896348298051686,0.000342787492753192,52,"grid_cell_all_cells_OLS","good","Northern",52,9,3.99517990899584,79.945339667235,75.9501597582392,6460,124.230769230769,49.5,0.672664605754184,1.92666515849871,0.0961538461538462,"reverse_LDG",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#DECABC"
84.65,"Santonian","Northern",-0.0872943203310261,22.6782541559392,0.496927044902222,-1.06127132833938,0.88668268767733,0.862413243435849,0.001621542400842,21,"grid_cell_all_cells_OLS","good","Northern",21,6,9.82080498363323,53.8859907753789,44.0651857917457,1089,51.8571428571429,30,0.534406863513861,1.34560329000406,0,"normal_LDG",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#D6B6B7"
87.75,"Coniacian","Northern",-0.148325750449339,19.9917961404226,0.415137571530573,-0.961995390649261,0.665343889750584,0.724614983727031,0.00634243137591211,22,"grid_cell_all_cells_OLS","good","Northern",22,6,9.82080498363323,53.8859907753789,44.0651857917457,626,28.4545454545455,17.5,0.663881151443855,1.69931122112038,0.0454545454545455,"normal_LDG",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#D6B6B7"
91.85,"Turonian","Northern",0.00149608910381389,27.1007795295824,0.280016667841936,-0.54733657986638,0.550328758074008,0.995767374626526,8.15602887757404e-07,37,"grid_cell_all_cells_OLS","good","Northern",37,9,4.10489967522816,63.2969896011457,59.1920899259175,2681,72.4594594594595,31,0.669787264328085,1.73772012252406,0.108108108108108,"reverse_LDG",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#D6B6B7"
97.2,"Cenomanian","Northern",-0.166553466505447,31.1107708262646,0.277787419963281,-0.711016809633477,0.377909876622583,0.552350210468208,0.00937150675962119,40,"grid_cell_all_cells_OLS","good","Northern",40,8,5.59231793698182e-09,62.2141685432899,62.2141685376976,4706,117.65,45,0.747489078409957,1.94801983411601,0.2,"normal_LDG",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#D6B6B7"
106.85,"Albian","Northern",-0.131564573812554,16.9325607027897,0.23871063361348,-0.599437415694975,0.336308268069866,0.586065545654563,0.0111253042094429,29,"grid_cell_all_cells_OLS","good","Northern",29,9,4.10205669910357,79.9453396667681,75.8432829676645,2334,80.4827586206897,34,0.752734383682346,1.69931122112038,0.103448275862069,"normal_LDG",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#DECABC"
117.3,"Aptian","Northern",-0.219292562439477,36.1095890241502,0.41117222651892,-1.02519012641656,0.586605001537607,0.601615425874254,0.0186101790453426,17,"grid_cell_all_cells_OLS","good","Northern",17,8,4.84104978502732,70.8215419706025,65.9804921855752,1947,114.529411764706,48,0.874677144107797,1.82094053501554,0.176470588235294,"normal_LDG",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#D6B6B7"
123.585,"Barremian","Northern",-0.192625264990836,30.89948221912,0.389188868018446,-0.955435446306991,0.570184916325318,0.633947889583457,0.0297109688436943,10,"grid_cell_all_cells_OLS","good","Northern",10,6,22.9901089643686,70.8215419706025,47.8314330062339,146,14.6,9,0.989421323706601,1.84479725749624,0.1,"normal_LDG",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#D6B6B7"
129.185,"Hauterivian","Northern",-1.50877678535711,103.689548331887,1.16937309679264,-3.80074805507068,0.783194484356467,0.223428673238814,0.131446145958104,13,"grid_cell_all_cells_OLS","bad","Bad hemisphere",13,3,33.8171496417592,58.282525589545,24.4653759477858,945,72.6923076923077,25,0.561838990607614,1.77677604360618,0.0769230769230769,"normal_LDG",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#DECABC"
134.825,"Valanginian","Northern",-0.217487140098633,49.1237456726856,0.481901248865599,-1.16201358787521,0.727039307677941,0.660533475699526,0.0181798508830378,13,"grid_cell_all_cells_OLS","bad","Bad hemisphere",13,4,33.8171496417592,79.841380966896,46.0242313251368,899,69.1538461538462,32,0.583832898947085,1.2427029902215,0,"normal_LDG",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#DECABC"
140.075,"Berriasian","Northern",0.274591191315256,21.7032592261058,0.473286999438598,-0.653051327584396,1.20223371021491,0.567689310375523,0.0150697773369238,24,"grid_cell_all_cells_OLS","good","Northern",24,5,27.4317686094502,78.1351410874666,50.7033724780164,653,27.2083333333333,14.5,0.786908469738081,1.69931122112038,0.0416666666666667,"reverse_LDG",67,"Berriasian","Ber",143.1,137.05,6.05,"Warmhouse","#DECABC"
146.15,"Tithonian","Northern",-0.157895929707872,26.2421312572615,0.352787144696975,-0.849358733313943,0.533566873898198,0.66046579758947,0.0123649644451443,18,"grid_cell_all_cells_OLS","good","Northern",18,6,4.08531505163447,76.1048985265387,72.0195834749042,2409,133.833333333333,12,0.719672915778071,1.69931122112038,0.111111111111111,"normal_LDG",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#DECABC"
152,"Kimmeridgian","Northern",-1.02445562141326,73.5615051247372,0.971173286147636,-2.92795526226263,0.879044019436104,0.326529733506362,0.137159345367778,9,"grid_cell_all_cells_OLS","bad","Bad hemisphere",9,4,33.8171496417592,68.4282025838506,34.6110529420914,1852,205.777777777778,80,0.608225480126503,1.21208237403512,0,"normal_LDG",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#E4E4E4"
158.15,"Oxfordian","Northern",-0.336151788543857,49.5265004922969,0.532351358190918,-1.37956045059806,0.707256873510342,0.535685535302138,0.0216713705216631,20,"grid_cell_all_cells_OLS","good","Northern",20,7,4.08531505163447,73.8495458980224,69.7642308463879,3516,175.8,41.5,0.502602067666552,1.53596485430754,0.05,"normal_LDG",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#E4E4E4"
163.4,"Callovian","Northern",-1.2247102784324,69.8473707417331,0.435881434940779,-2.07903789091632,-0.37038266594847,0.0111839153998799,0.293538408807028,21,"grid_cell_all_cells_OLS","good","Northern",21,7,2.440517052614,55.7795906866156,53.3390736340016,1808,86.0952380952381,37,0.581226830697518,1.36497368134227,0,"normal_LDG",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#B3D8D0"
166.75,"Bathonian","Northern",0.0323067072798953,25.7073360074051,0.370268212063834,-0.693418988365219,0.75803240292501,0.931384079851923,0.000400520690030722,21,"grid_cell_all_cells_OLS","good","Northern",21,8,5.59231793698182e-09,55.7795906866156,55.7795906810233,2934,139.714285714286,48,0.55663905280503,1.69931122112038,0.0476190476190476,"reverse_LDG",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#B2CCC7"
169.55,"Bajocian","Northern",0.0325763406246043,23.24330586553,0.405072924768386,-0.761366591921432,0.82651927317064,0.936474552554281,0.000230929719963951,30,"grid_cell_all_cells_OLS","good","Northern",30,7,8.10098455665177,67.8950995911071,59.7941150344553,1649,54.9666666666667,27,0.720222504964949,1.92666515849871,0.133333333333333,"reverse_LDG",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#B3D8D0"
172.8,"Aalenian","Northern",-0.0505045883529521,21.5157658744486,0.489716535767593,-1.01034899845743,0.90933982175153,0.919141163203825,0.00066429893186013,18,"grid_cell_all_cells_OLS","good","Northern",18,6,17.9084243345284,72.0740681024471,54.1656437679187,1158,64.3333333333333,31,0.599686933372379,1.79822409158413,0.111111111111111,"normal_LDG",60,"Aalenian","Aal",174.7,170.9,3.8,"Transitional","#E4E4E4"
179.45,"Toarcian","Northern",-0.245994923264177,37.3616341978088,0.348587097016529,-0.929225633416574,0.437235786888221,0.486655373107093,0.0187938852829918,28,"grid_cell_all_cells_OLS","good","Northern",28,7,14.3789486715565,75.4880138838721,61.1090652123156,5051,180.392857142857,30,0.705650960893069,1.69931122112038,0.107142857142857,"normal_LDG",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#DECABC"
188.55,"Pliensbachian","Northern",-0.0124382121624635,28.2396142229966,0.329549120627098,-0.658354488591575,0.633478064266648,0.970160312110849,5.08739525391788e-05,30,"grid_cell_all_cells_OLS","good","Northern",30,8,7.26849383904668,75.3909149397449,68.1224211006982,5013,167.1,36.5,0.671890984512511,1.86999332474669,0.2,"normal_LDG",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#E4E4E4"
196.2,"Sinemurian","Northern",-0.0964822281568768,33.7182912899643,0.300925532459086,-0.686296271776685,0.493331815462931,0.750968040815112,0.00379282212849096,29,"grid_cell_all_cells_OLS","good","Northern",29,8,3.63561187781662,67.8950995905773,64.2594877127607,1402,48.3448275862069,21,0.910650769896685,1.97874019310519,0.241379310344828,"normal_LDG",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#E4E4E4"
200.45,"Hettangian","Northern",-0.127222551622978,29.4510230300734,0.574651712829876,-1.25353990876954,0.99909480552358,0.828844360742371,0.00443603817124976,13,"grid_cell_all_cells_OLS","good","Northern",13,7,15.5462647432579,67.5278428630317,51.9815781197738,647,49.7692307692308,24,0.84359628039828,1.93370832894268,0.153846153846154,"normal_LDG",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#E4E4E4"
203.55,"Rhaetian","Northern",-0.260717455089916,40.369519249267,0.314669740937275,-0.877470147326975,0.356035237147143,0.420351659078539,0.0437627543428046,17,"grid_cell_all_cells_OLS","good","Northern",17,6,15.5462647432579,87.6553497909317,72.1090850476738,1810,106.470588235294,17,0.917746094028148,1.92666515849871,0.235294117647059,"normal_LDG",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#B3D8D0"
216.5,"Norian","Northern",-0.12620506840559,27.5508307804505,0.196123237021854,-0.510606612968425,0.258196476157245,0.525328977818422,0.0151050317431938,29,"grid_cell_all_cells_OLS","good","Northern",29,9,3.61254422897399,84.062544901178,80.450000672204,1608,55.448275862069,30,0.964093148268054,1.86916465761668,0.310344827586207,"normal_LDG",54,"Norian","Nor",227.3,205.7,21.6,"Transitional","#E4E4E4"
232.15,"Carnian","Northern",-0.210875353721509,23.2173603366994,0.204931615795274,-0.612541320680245,0.190790613237228,0.318783485891785,0.0620703242255569,18,"grid_cell_all_cells_OLS","good","Northern",18,7,4.68790069912249,84.062544901178,79.3746442020555,2819,156.611111111111,23.5,0.891396674940654,1.91117410789999,0.222222222222222,"normal_LDG",53,"Carnian","Car",237,227.3,9.7,"Transitional","#E4E4E4"
239.232,"Ladinian","Northern",-0.123635763236947,21.8240251215364,0.227750116521187,-0.570025991618474,0.32275446514458,0.594710317475543,0.0180852621604207,18,"grid_cell_all_cells_OLS","good","Northern",18,7,2.34465021326614,78.1351410892088,75.7904908759427,1191,66.1666666666667,17.5,0.915214413891723,1.98084466252719,0.222222222222222,"normal_LDG",52,"Ladinian","Lad",241.464,237,4.464,"Coolhouse","#B3D8D0"
244.082,"Anisian","Northern",-0.280550642993918,49.7550182433299,0.411770163641365,-1.08762016373099,0.526518877743157,0.506047268200768,0.0300182312790137,17,"grid_cell_all_cells_OLS","good","Northern",17,7,2.38733075401384,65.0900301585986,62.7026994045848,3426,201.529411764706,103,0.5521933090205,1.90102601152392,0.117647058823529,"normal_LDG",51,"Anisian","Ani",246.7,241.464,5.236,"Warmhouse","#DECABC"
248.3,"Olenekian","Northern",-0.0913210551821657,54.6677772866317,0.300598161295295,-0.680493451320944,0.497851340956613,0.764765707926838,0.00510123801871615,20,"grid_cell_all_cells_OLS","good","Northern",20,8,2.38733075401384,64.722393757434,62.3350630034202,1360,68,35.5,0.574235243097686,1.51927470457372,0.05,"normal_LDG",50,"Olenekian","Ole",249.9,246.7,3.2,"Warmhouse","#DECABC"
250.901,"Induan","Northern",-0.0222058380489651,36.1269730339316,0.211863445547213,-0.437458191321503,0.393046515223572,0.917246540781734,0.000378669033671439,31,"grid_cell_all_cells_OLS","good","Northern",31,8,5.59231793698182e-09,78.1351410875718,78.1351410819795,3311,106.806451612903,51,0.482398886734691,1.69931122112038,0.032258064516129,"normal_LDG",49,"Induan","Ind",251.902,249.9,2.002,"Hothouse","#D6B6B7"
253.021,"Changhsingian","Northern",-0.548484386285807,46.5000206426609,0.271987301304032,-1.08157949684171,-0.0153892757299049,0.0608448199005379,0.202655093537381,18,"grid_cell_all_cells_OLS","good","Northern",18,5,2.51467382507855,78.1351410875718,75.6204672624932,4236,235.333333333333,120,0.44858068238119,1.10974180445283,0,"normal_LDG",48,"Changhsingian","Chg",254.14,251.902,2.238,"Coldhouse","#B2CCC7"
256.825,"Wuchiapingian","Northern",-0.620228271024218,47.4474383018578,0.227540481003363,-1.06620761379081,-0.174248928257626,0.0104547454164395,0.193337445563242,33,"grid_cell_all_cells_OLS","good","Northern",33,8,3.81498049838697e-09,78.1351410875718,78.1351410837568,4922,149.151515151515,62,0.738942765605933,1.84963637102958,0.121212121212121,"normal_LDG",47,"Wuchiapingian","Wuc",259.51,254.14,5.37,"Coolhouse","#B3D8D0"
261.895,"Capitanian","Northern",-0.342921952938327,45.0800322934793,0.30676518133859,-0.944181708361964,0.25833780248531,0.278323175172159,0.0649166732816133,20,"grid_cell_all_cells_OLS","good","Northern",20,8,3.61254422897399,69.631103754907,66.018559525933,2431,121.55,35,0.921578319768777,1.8581830066567,0.15,"normal_LDG",46,"Capitanian","Cap",264.28,259.51,4.77,"Coolhouse","#B3D8D0"
265.59,"Wordian","Northern",-0.484253968882099,46.4762094174043,0.164074008984091,-0.805839026490917,-0.162668911273282,0.00789158701597214,0.303402285356809,22,"grid_cell_all_cells_OLS","good","Northern",22,9,4.26437415503776e-10,79.1899781207881,79.1899781203617,2384,108.363636363636,34.5,0.876662038013785,1.82094288229026,0.0909090909090909,"normal_LDG",45,"Wordian","Wor",266.9,264.28,2.62,"Coolhouse","#B3D8D0"
270.65,"Roadian","Northern",-0.562418173463031,40.612877303994,0.220966255125575,-0.995512033509158,-0.129324313416903,0.0180879870535914,0.21976730776074,25,"grid_cell_all_cells_OLS","good","Northern",25,9,4.26437415503776e-10,73.8495458967467,73.8495458963203,6639,265.56,57,0.684257603272802,1.74914441524458,0.16,"normal_LDG",44,"Roadian","Roa",274.4,266.9,7.5,"Coldhouse","#B2CCC7"
278.85,"Kungurian","Northern",-0.279406718517736,31.8809899548479,0.220927457595151,-0.712424535404231,0.153611098368759,0.217198456608311,0.057952698342464,28,"grid_cell_all_cells_OLS","good","Northern",28,9,4.26437415503776e-10,68.4282025838506,68.4282025834242,3207,114.535714285714,63,0.738357506092975,1.69931122112038,0.0714285714285714,"normal_LDG",43,"Kungurian","Kun",283.3,274.4,8.9,"Coolhouse","#B3D8D0"
286.7,"Artinskian","Northern",-0.187799618594316,40.9497103958099,0.753301125009118,-1.66426982361219,1.28867058642355,0.806747505074694,0.00441977748016367,16,"grid_cell_all_cells_OLS","good","Northern",16,6,3.99517991036039,48.4820559670364,44.486876056676,957,59.8125,30.5,0.907170409761509,1.96102357892451,0.25,"normal_LDG",42,"Artinskian","Art",290.1,283.3,6.8,"Coolhouse","#B3D8D0"
291.81,"Sakmarian","Northern",-0.24491626288425,38.3522764768116,0.268943086844522,-0.772044713099515,0.282212187331013,0.376875644239796,0.0523905092805971,17,"grid_cell_all_cells_OLS","good","Northern",17,7,3.99517991036039,67.4252297651009,63.4300498547405,885,52.0588235294118,25,0.758099127687014,1.3813620208295,0,"normal_LDG",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#B3D8D0"
296.21,"Asselian","Northern",-0.667364246772351,49.5907076297348,0.407441349593975,-1.46594929197654,0.131220798431839,0.129694361242982,0.196073655012422,13,"grid_cell_all_cells_OLS","good","Northern",13,6,11.4814899817239,64.7223937590437,53.2409037773198,479,36.8461538461538,22,0.922777429686788,1.81835739436548,0.230769230769231,"normal_LDG",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#B3D8D0"
301.3,"Gzhelian","Northern",-0.755682927225338,43.103411437404,0.254024897353493,-1.25357172603818,-0.257794128412491,0.0409475648583163,0.688707749529415,6,"grid_cell_all_cells_OLS","good","Northern",6,6,4.08713792775566,62.4358517729727,58.348713845217,449,74.8333333333333,45.5,0.795728010963056,1.21264729554366,0,"normal_LDG",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#B2CCC7"
305.35,"Kasimovian","Northern",NA,NA,NA,NA,NA,NA,NA,2,"grid_cell_all_cells_OLS","bad","Bad hemisphere",2,2,29.0716472253018,34.5127683989232,5.4411211736214,13,6.5,6.5,0.612925859227053,0.798826980102628,0,NA,38,"Kasimovian","Kas",307,303.7,3.3,"Coldhouse","#B2CCC7"
311.1,"Moscovian","Northern",-0.129331837626299,8.31482329306819,0.131395504593615,-0.386867026629785,0.128203351377188,0.380696904906075,0.194982347561701,6,"grid_cell_all_cells_OLS","good","Northern",6,6,4.10205669910357,34.5127683989232,30.4107116998196,155,25.8333333333333,18,0.824023835193562,1.69931122112038,0.166666666666667,"normal_LDG",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#B2CCC7"
319.3,"Bashkirian","Northern",-0.590836042373475,39.8100202575939,0.399394690506272,-1.37364963576577,0.191977551018819,0.19911804168713,0.304436229890115,7,"grid_cell_all_cells_OLS","good","Northern",7,5,4.06358651213857,56.735859764314,52.6722732521754,483,69,28,1.09290849569635,1.57524418360809,0.142857142857143,"normal_LDG",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#B2CCC7"
326.85,"Serpukhovian","Northern",-1.1542723593743,27.3954000871887,0.238412544816591,-1.62156094721482,-0.686983771533779,0.00470878996421019,0.824191539405507,7,"grid_cell_all_cells_OLS","good","Northern",7,3,4.08713792775566,19.8121567476218,15.7250188198661,579,82.7142857142857,56,0.890556683476486,1.69931122112038,0.142857142857143,"normal_LDG",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#B2CCC7"
338.5,"Visean","Northern",-0.014802097753175,4.11840368444091,0.158835694099576,-0.326120058188344,0.296515862681994,0.931626489978667,0.00288651395185756,5,"grid_cell_all_cells_OLS","good","Northern",5,4,4.73912066090679,29.409018214794,24.6698975538872,55,11,10,0.845593415484404,1.86999332474669,0.2,"normal_LDG",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#B2CCC7"
352.78,"Tournaisian","Northern",NA,NA,NA,NA,NA,NA,NA,2,"grid_cell_all_cells_OLS","bad","Bad hemisphere",2,2,4.10205669910357,8.1026578780283,4.00060117892473,223,111.5,111.5,0.56951177466422,0.949793590317991,0,NA,33,"Tournaisian","Tou",358.86,346.7,12.16,"Coolhouse","#B3D8D0"
