"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","p_value","r_squared","n_cells_model","resample_id","k_sample"
402.045,"Emsian","Southern",-0.131002724940579,38.3221028663059,0.298817248677301,0.666955033875626,0.01186980329417,18,91,3
402.045,"Emsian","Southern",-0.418827296487395,42.6987071094491,0.270392967897907,0.140943213767511,0.1304002946555,18,92,3
402.045,"Emsian","Southern",-0.159433374332826,36.3796510010115,0.361693707195578,0.665258003635236,0.0119981515788486,18,93,3
402.045,"Emsian","Southern",-0.409549948361299,43.2452963068204,0.241873809372357,0.109786073729588,0.151960929286231,18,94,3
402.045,"Emsian","Southern",-0.139078699632104,36.8432421110272,0.303935175715901,0.653397184327326,0.0129179201656451,18,95,3
402.045,"Emsian","Southern",-0.255320589286149,36.3224715029326,0.289292240483267,0.390536272210694,0.0464230701893235,18,96,3
402.045,"Emsian","Southern",-0.178120456945537,36.4272732041884,0.323801223379584,0.589853797866218,0.0185615280552213,18,97,3
402.045,"Emsian","Southern",-0.167775944365488,34.993583787124,0.29866331130929,0.582066520862148,0.0193416438886838,18,98,3
402.045,"Emsian","Southern",-0.0139767956222947,31.3445308209839,0.273292477372861,0.959845202412081,0.000163443970174871,18,99,3
402.045,"Emsian","Southern",-0.120675448289436,39.707457949822,0.30468114814787,0.697284247017019,0.00970933259606558,18,100,3
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,1,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,2,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,3,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,4,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,5,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,6,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,7,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,8,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,9,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,10,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,11,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,12,NA
411.82,"Pragian","Northern",NA,NA,NA,NA,NA,5,13,NA
