"bin_midpoint","slope","intercept","quantile","hemisphere","label","color","bin","stage","short","bottom","top","dur","climate_state","climate_color"
39.37,-0.242579425720557,29.334943299122,"q50","Northern","good","Northern",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,0.151194588495284,5.74098678592215,"q50","Northern","good","Northern",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,0.272556360014448,15.7528130160257,"q50","Northern","good","Northern",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,-0.0575443029764183,29.4392487723483,"q50","Northern","bad","Bad hemisphere",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
60.45,0.928907325739568,26.3977143116235,"q50","Northern","bad","Bad hemisphere",80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#95484b"
63.83,0.281174203811239,22.3674078940525,"q50","Northern","bad","Bad hemisphere",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,0.173933799118352,7.49312486953406,"q50","Northern","good","Northern",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,0.121796349679567,6.39787015611835,"q50","Northern","good","Northern",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,-0.308046289428069,33.1427141053993,"q50","Northern","good","Northern",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.292938410769582,24.3463508885747,"q50","Northern","good","Northern",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,-0.392616564137641,36.9813977490966,"q50","Northern","good","Northern",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,-0.218774674296064,21.5018460887705,"q50","Northern","good","Northern",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,-0.183824694396795,18.9074200845629,"q50","Northern","good","Northern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,-0.166973447276074,26.4533592758754,"q50","Northern","good","Northern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-0.287269986501368,36.6956103723217,"q50","Northern","bad","Bad hemisphere",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
129.185,-0.485174510192634,51.4143074328936,"q50","Northern","bad","Bad hemisphere",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#b57a51"
134.825,0.371163004904729,8.79098912304167,"q50","Northern","bad","Bad hemisphere",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
140.075,-0.408373337085727,49.4368336484716,"q50","Northern","bad","Bad hemisphere",67,"Berriasian","Ber",143.1,137.05,6.05,"Warmhouse","#b57a51"
146.15,-0.0719668873336271,26.9993596698249,"q50","Northern","good","Northern",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-0.58477103794248,64.7038556971651,"q50","Northern","bad","Bad hemisphere",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
158.15,-0.340333891676787,26.0840738750024,"q50","Northern","good","Northern",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#c8c7c7"
163.4,-0.865666114720689,63.8541978756407,"q50","Northern","good","Northern",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#007d65"
166.75,-0.170084807551848,39.9091557566789,"q50","Northern","good","Northern",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#005344"
169.55,-0.339699874247857,31.1282412722343,"q50","Northern","good","Northern",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#007d65"
172.8,0.100771229473842,3.43438544041664,"q50","Northern","good","Northern",60,"Aalenian","Aal",174.7,170.9,3.8,"Transitional","#c8c7c7"
179.45,-0.202989404302654,20.8335211143847,"q50","Northern","good","Northern",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#b57a51"
188.55,0.00509780806495625,14.9461266308253,"q50","Northern","good","Northern",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#c8c7c7"
196.2,-0.436196468728276,39.0000325956503,"q50","Northern","good","Northern",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#c8c7c7"
200.45,0.159793857799553,2.38576608272322,"q50","Northern","good","Northern",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#c8c7c7"
203.55,0.0737401217091491,20.9235625848334,"q50","Northern","good","Northern",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#007d65"
216.5,-0.0321129707417825,14.585970891733,"q50","Northern","good","Northern",54,"Norian","Nor",227.3,205.7,21.6,"Transitional","#c8c7c7"
232.15,-0.0550112211959258,7.59124689516753,"q50","Northern","good","Northern",53,"Carnian","Car",237,227.3,9.7,"Transitional","#c8c7c7"
239.232,-0.155205568617052,25.4461438526132,"q50","Northern","good","Northern",52,"Ladinian","Lad",241.464,237,4.464,"Coolhouse","#007d65"
244.082,0.0584355677152322,12.6870118571193,"q50","Northern","good","Northern",51,"Anisian","Ani",246.7,241.464,5.236,"Warmhouse","#b57a51"
248.3,-0.0988736249097078,42.9689680730557,"q50","Northern","good","Northern",50,"Olenekian","Ole",249.9,246.7,3.2,"Warmhouse","#b57a51"
250.901,-0.0651116338607518,27.566085036583,"q50","Northern","good","Northern",49,"Induan","Ind",251.902,249.9,2.002,"Hothouse","#95484b"
253.021,-0.297929872478597,27.1088327956842,"q50","Northern","good","Northern",48,"Changhsingian","Chg",254.14,251.902,2.238,"Coldhouse","#005344"
256.825,-0.352850359789564,34.7603641395005,"q50","Northern","good","Northern",47,"Wuchiapingian","Wuc",259.51,254.14,5.37,"Coolhouse","#007d65"
261.895,-0.2921232744995,38.0783215951276,"q50","Northern","good","Northern",46,"Capitanian","Cap",264.28,259.51,4.77,"Coolhouse","#007d65"
265.59,-0.276781045305548,32.4521147504838,"q50","Northern","good","Northern",45,"Wordian","Wor",266.9,264.28,2.62,"Coolhouse","#007d65"
270.65,-0.228580827353849,18.8719969879026,"q50","Northern","good","Northern",44,"Roadian","Roa",274.4,266.9,7.5,"Coldhouse","#005344"
278.85,-0.238409086049918,22.4082343962195,"q50","Northern","good","Northern",43,"Kungurian","Kun",283.3,274.4,8.9,"Coolhouse","#007d65"
286.7,-2.00765881819874,82.0941936875853,"q50","Northern","good","Northern",42,"Artinskian","Art",290.1,283.3,6.8,"Coolhouse","#007d65"
291.81,-0.102137181696379,26.0251912607686,"q50","Northern","good","Northern",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#007d65"
296.21,-0.0872007139075582,18.0721042979948,"q50","Northern","good","Northern",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#007d65"
301.3,-0.716158376495558,46.707386361026,"q50","Northern","good","Northern",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#005344"
311.1,-0.159066611165314,10.2274790300153,"q50","Northern","good","Northern",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#005344"
319.3,-0.274889214885005,40.227801566756,"q50","Northern","good","Northern",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#005344"
326.85,-1.6135856895577,57.9118405369137,"q50","Northern","good","Northern",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#005344"
338.5,0.00890865860489095,4.2284330523918,"q50","Northern","good","Northern",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#005344"
377.23,-0.798283136370489,77.1090540786097,"q50","Northern","good","Northern",31,"Frasnian","Fra",382.31,372.15,10.16,"Warmhouse","#b57a51"
385.13,0.614856016212103,-1.51550359898381,"q50","Northern","good","Northern",30,"Givetian","Giv",387.95,382.31,5.64,"Warmhouse","#b57a51"
402.045,-0.343618683059424,31.0772231175629,"q50","Northern","good","Northern",28,"Emsian","Ems",410.62,393.47,17.15,"Transitional","#c8c7c7"
428.65,-0.700604414172281,36.0779938210728,"q50","Northern","good","Northern",22,"Homerian","Hom",430.6,426.7,3.9,"Coolhouse","#007d65"
435.75,-0.425705312179954,21.8181319402853,"q50","Northern","good","Northern",20,"Telychian","Tel",438.6,432.9,5.7,"Transitional","#c8c7c7"
441.8,-0.985072608287928,48.8989124196718,"q50","Northern","good","Northern",18,"Rhuddanian","Rhu",443.1,440.5,2.6,"Coolhouse","#007d65"
449,-0.336861742981251,21.6049378773715,"q50","Northern","good","Northern",16,"Katian","Kat",452.8,445.2,7.6,"Warmhouse","#b57a51"
463.8,-0.289429837415691,15.268160773681,"q50","Northern","good","Northern",14,"Darriwilian","Dar",469.4,458.2,11.2,"Hothouse","#95484b"
470.35,-1.56249897888045,80.10527740232,"q50","Northern","good","Northern",13,"Dapingian","Dap",471.3,469.4,1.9,"Hothouse","#95484b"
474.2,-0.649386855539649,26.9966126211752,"q50","Northern","good","Northern",12,"Floian","Flo",477.1,471.3,5.8,"Hothouse","#95484b"
481.975,-0.411999874137163,35.6065960267093,"q50","Northern","good","Northern",11,"Tremadocian","Tre",486.85,477.1,9.75,"Hothouse","#95484b"
0.00585,0.0980826839207641,23.260919865913,"q50","Southern","good","Southern",97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#005344"
1.29585,-0.181575574939698,18.5657182143296,"q50","Southern","good","Southern",96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#005344"
3.09,-0.411974045331405,29.7311052722959,"q50","Southern","good","Southern",95,"Piacenzian","Pia",3.6,2.58,1.02,"Coldhouse","#005344"
4.4665,-0.315497618389256,31.8364330760455,"q50","Southern","good","Southern",94,"Zanclean","Zan",5.333,3.6,1.733,"Coldhouse","#005344"
9.438,-0.0687614460740891,11.3146057858567,"q50","Southern","good","Southern",92,"Tortonian","Tor",11.63,7.246,4.384,"Coolhouse","#007d65"
12.725,-0.0451450646331949,10.8757019039471,"q50","Southern","good","Southern",91,"Serravallian","Ser",13.82,11.63,2.19,"Transitional","#c8c7c7"
18.215,0.00241453137982157,16.9510787799535,"q50","Southern","good","Southern",89,"Burdigalian","Bur",20.45,15.98,4.47,"Transitional","#c8c7c7"
25.17,0.339877972092674,-0.0863485127177107,"q50","Southern","bad","Bad hemisphere",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#c8c7c7"
30.6,0.0832650078585,5.88022886764186,"q50","Southern","bad","Bad hemisphere",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#c8c7c7"
35.805,-0.000610077166114371,8.21663137157432,"q50","Southern","bad","Bad hemisphere",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#b57a51"
39.37,-1.15380811591478,82.156984945156,"q50","Southern","bad","Bad hemisphere",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,-0.0636131511801519,12.1344744859178,"q50","Southern","bad","Bad hemisphere",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,0.319777533654661,6.54558934477841,"q50","Southern","bad","Bad hemisphere",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,0.739126135810816,0.0464821526099964,"q50","Southern","bad","Bad hemisphere",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
63.83,0.142496354509025,15.9003631362106,"q50","Southern","bad","Bad hemisphere",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,0.298519943326029,-1.48529406366885,"q50","Southern","bad","Bad hemisphere",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,0.244487867259899,-0.0105598886780161,"q50","Southern","good","Southern",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,-0.305166371081432,51.0862795493565,"q50","Southern","bad","Bad hemisphere",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.849757894344149,63.1961496150983,"q50","Southern","bad","Bad hemisphere",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,-0.537346953298663,42.5036478442637,"q50","Southern","bad","Bad hemisphere",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,0.0704676574038118,17.9938659791184,"q50","Southern","bad","Bad hemisphere",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,-0.174572694633832,30.4680036655223,"q50","Southern","good","Southern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,-0.012379859923829,9.92254490234093,"q50","Southern","good","Southern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-0.410254959375787,58.7208793533461,"q50","Southern","bad","Bad hemisphere",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
134.825,0.0919720023852492,15.5271547895452,"q50","Southern","good","Southern",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
146.15,-2.06260349763592,140.644498585473,"q50","Southern","bad","Bad hemisphere",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-0.643869651393369,59.9095700238344,"q50","Southern","good","Southern",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
158.15,-0.395990390666518,42.6667854508651,"q50","Southern","good","Southern",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#c8c7c7"
163.4,-0.077573478894805,41.3038600940934,"q50","Southern","good","Southern",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#007d65"
166.75,-0.777674667684514,58.9674409051153,"q50","Southern","good","Southern",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#005344"
169.55,-0.77882387264659,56.5072859749142,"q50","Southern","good","Southern",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#007d65"
179.45,-0.49925062771968,48.2855282454822,"q50","Southern","good","Southern",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#b57a51"
188.55,-0.860505298391206,64.8060061016383,"q50","Southern","bad","Bad hemisphere",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#c8c7c7"
196.2,0.0427318132724856,19.8544372288143,"q50","Southern","good","Southern",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#c8c7c7"
200.45,0.0101258892984788,5.60791050790208,"q50","Southern","good","Southern",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#c8c7c7"
203.55,-0.798835150690412,61.7212540236637,"q50","Southern","good","Southern",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#007d65"
216.5,-0.260149311310176,23.9902978092539,"q50","Southern","good","Southern",54,"Norian","Nor",227.3,205.7,21.6,"Transitional","#c8c7c7"
232.15,-0.0599870258858736,6.41919682174216,"q50","Southern","bad","Bad hemisphere",53,"Carnian","Car",237,227.3,9.7,"Transitional","#c8c7c7"
239.232,-0.17774867776644,14.5638351359342,"q50","Southern","bad","Bad hemisphere",52,"Ladinian","Lad",241.464,237,4.464,"Coolhouse","#007d65"
244.082,-0.615945193083938,41.6681458168692,"q50","Southern","good","Southern",51,"Anisian","Ani",246.7,241.464,5.236,"Warmhouse","#b57a51"
248.3,0.169599526227579,22.4321090786089,"q50","Southern","good","Southern",50,"Olenekian","Ole",249.9,246.7,3.2,"Warmhouse","#b57a51"
250.901,0.198606053946938,7.83136469440073,"q50","Southern","good","Southern",49,"Induan","Ind",251.902,249.9,2.002,"Hothouse","#95484b"
253.021,0.482124227502675,16.8476670953058,"q50","Southern","good","Southern",48,"Changhsingian","Chg",254.14,251.902,2.238,"Coldhouse","#005344"
256.825,-0.0356816546174286,24.5389302909894,"q50","Southern","good","Southern",47,"Wuchiapingian","Wuc",259.51,254.14,5.37,"Coolhouse","#007d65"
261.895,0.167340472465527,9.56744876791403,"q50","Southern","good","Southern",46,"Capitanian","Cap",264.28,259.51,4.77,"Coolhouse","#007d65"
265.59,-0.315226736763719,33.7188023645425,"q50","Southern","good","Southern",45,"Wordian","Wor",266.9,264.28,2.62,"Coolhouse","#007d65"
270.65,-0.145482998537061,25.1093942569275,"q50","Southern","good","Southern",44,"Roadian","Roa",274.4,266.9,7.5,"Coldhouse","#005344"
278.85,-0.191306686159665,25.9988970688716,"q50","Southern","good","Southern",43,"Kungurian","Kun",283.3,274.4,8.9,"Coolhouse","#007d65"
286.7,0.186069298067485,10.7570104728385,"q50","Southern","good","Southern",42,"Artinskian","Art",290.1,283.3,6.8,"Coolhouse","#007d65"
291.81,-0.523614088225466,61.2494494559973,"q50","Southern","good","Southern",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#007d65"
296.21,-0.558525943656953,42.0390361784239,"q50","Southern","good","Southern",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#007d65"
301.3,-1.30760263193651,45.1867665848361,"q50","Southern","good","Southern",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#005344"
311.1,-0.132199107454096,21.2443695275639,"q50","Southern","good","Southern",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#005344"
319.3,-0.318731569276426,38.2339637095288,"q50","Southern","good","Southern",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#005344"
326.85,-0.27030242088595,36.5337152850113,"q50","Southern","bad","Bad hemisphere",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#005344"
338.5,0.598760150165842,7.59122817424479,"q50","Southern","good","Southern",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#005344"
352.78,-0.224345012242058,23.0705585352901,"q50","Southern","good","Southern",33,"Tournaisian","Tou",358.86,346.7,12.16,"Coolhouse","#007d65"
365.505,-0.149320631651318,18.0867275015924,"q50","Southern","good","Southern",32,"Famennian","Fam",372.15,358.86,13.29,"Transitional","#c8c7c7"
377.23,0.478757684292203,23.2158542419636,"q50","Southern","good","Southern",31,"Frasnian","Fra",382.31,372.15,10.16,"Warmhouse","#b57a51"
385.13,-0.0344039473414956,12.048962553945,"q50","Southern","good","Southern",30,"Givetian","Giv",387.95,382.31,5.64,"Warmhouse","#b57a51"
390.71,0.0464752210115045,19.9880695126611,"q50","Southern","good","Southern",29,"Eifelian","Eif",393.47,387.95,5.52,"Transitional","#c8c7c7"
402.045,-0.200144893251407,29.4939935679438,"q50","Southern","good","Southern",28,"Emsian","Ems",410.62,393.47,17.15,"Transitional","#c8c7c7"
411.82,0.141835075380096,9.17807626379721,"q50","Southern","good","Southern",27,"Pragian","Pra",413.02,410.62,2.4,"Hothouse","#95484b"
416.32,0.319219275432243,19.0926511067609,"q50","Southern","good","Southern",26,"Lochkovian","Loc",419.62,413.02,6.6,"Hothouse","#95484b"
421.16,0.0578644501774982,23.1783701071646,"q50","Southern","good","Southern",25,"Pridoli","Pri",422.7,419.62,3.08,"Hothouse","#95484b"
423.85,0.737068956171259,14.8846039363331,"q50","Southern","good","Southern",24,"Ludfordian","Lud",425,422.7,2.3,"Hothouse","#95484b"
425.85,1.62349184926629,-13.35236589801,"q50","Southern","good","Southern",23,"Gorstian","Gor",426.7,425,1.7,"Warmhouse","#b57a51"
428.65,1.24040533549101,9.57521466230834,"q50","Southern","good","Southern",22,"Homerian","Hom",430.6,426.7,3.9,"Coolhouse","#007d65"
431.75,0.218514032745658,26.5266883409847,"q50","Southern","good","Southern",21,"Sheinwoodian","She",432.9,430.6,2.3,"Coolhouse","#007d65"
435.75,-0.179021112026431,25.9109173488627,"q50","Southern","good","Southern",20,"Telychian","Tel",438.6,432.9,5.7,"Transitional","#c8c7c7"
439.55,1.46205465014643,0.448364418721156,"q50","Southern","good","Southern",19,"Aeronian","Aer",440.5,438.6,1.9,"Coolhouse","#007d65"
441.8,1.27990864520569,5.11006993397232,"q50","Southern","good","Southern",18,"Rhuddanian","Rhu",443.1,440.5,2.6,"Coolhouse","#007d65"
444.15,1.11754328681294,12.1216284783023,"q50","Southern","good","Southern",17,"Hirnantian","Hir",445.2,443.1,2.1,"Coolhouse","#007d65"
449,0.163392361661184,10.7065879719821,"q50","Southern","good","Southern",16,"Katian","Kat",452.8,445.2,7.6,"Warmhouse","#b57a51"
455.5,0.150743640701428,17.3913930408471,"q50","Southern","good","Southern",15,"Sandbian","Sbd",458.2,452.8,5.4,"Warmhouse","#b57a51"
463.8,0.257505442395848,9.44171804700258,"q50","Southern","good","Southern",14,"Darriwilian","Dar",469.4,458.2,11.2,"Hothouse","#95484b"
474.2,0.133113383055746,13.2936277181767,"q50","Southern","good","Southern",12,"Floian","Flo",477.1,471.3,5.8,"Hothouse","#95484b"
481.975,0.581660173168713,10.5855622342332,"q50","Southern","good","Southern",11,"Tremadocian","Tre",486.85,477.1,9.75,"Hothouse","#95484b"
0.00585,-1.0161293997929,86.8181956921413,"q60","Northern","good","Northern",97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#005344"
1.29585,-0.491912307457661,41.4247310464103,"q60","Northern","good","Northern",96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#005344"
3.09,0.021246603114888,44.6794270480484,"q60","Northern","good","Northern",95,"Piacenzian","Pia",3.6,2.58,1.02,"Coldhouse","#005344"
4.4665,-0.544922109242781,48.6206600315754,"q60","Northern","good","Northern",94,"Zanclean","Zan",5.333,3.6,1.733,"Coldhouse","#005344"
6.2895,-1.08014100937177,87.4574730671685,"q60","Northern","good","Northern",93,"Messinian","Mes",7.246,5.333,1.913,"Coldhouse","#005344"
9.438,-0.792262839354298,65.9723735169709,"q60","Northern","good","Northern",92,"Tortonian","Tor",11.63,7.246,4.384,"Coolhouse","#007d65"
12.725,0.0994702772433755,12.1833731191403,"q60","Northern","good","Northern",91,"Serravallian","Ser",13.82,11.63,2.19,"Transitional","#c8c7c7"
14.9,-0.424900324587666,37.8343291569667,"q60","Northern","good","Northern",90,"Langhian","Lan",15.98,13.82,2.16,"Transitional","#c8c7c7"
18.215,-0.221859239968514,20.6375250909288,"q60","Northern","good","Northern",89,"Burdigalian","Bur",20.45,15.98,4.47,"Transitional","#c8c7c7"
21.745,-0.151435586685083,30.6976330449217,"q60","Northern","good","Northern",88,"Aquitanian","Aqu",23.04,20.45,2.59,"Coolhouse","#007d65"
25.17,0.17707386594158,16.6985795418819,"q60","Northern","good","Northern",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#c8c7c7"
30.6,0.257492589094247,11.4104684199916,"q60","Northern","good","Northern",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#c8c7c7"
35.805,0.0611054576471093,15.5729202179686,"q60","Northern","good","Northern",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#b57a51"
39.37,-0.225499571495578,31.8728269658337,"q60","Northern","good","Northern",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,0.207102764340685,6.06830512752146,"q60","Northern","good","Northern",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,0.231675564429088,19.3541993383364,"q60","Northern","good","Northern",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,0.289273360937108,21.4528195415265,"q60","Northern","bad","Bad hemisphere",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
60.45,0.994070643706729,24.5796160073734,"q60","Northern","bad","Bad hemisphere",80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#95484b"
63.83,0.382372106201339,19.9127871789804,"q60","Northern","bad","Bad hemisphere",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,0.195617012171074,10.517157477043,"q60","Northern","good","Northern",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,0.174114627430665,8.13240774615562,"q60","Northern","good","Northern",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,-0.217455689495854,31.7653376805842,"q60","Northern","good","Northern",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.306125815041856,26.4183810628793,"q60","Northern","good","Northern",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,-0.382050879669467,38.6024109299941,"q60","Northern","good","Northern",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,-0.333129520608247,30.5676999483287,"q60","Northern","good","Northern",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,-0.457174304344843,35.8979176503907,"q60","Northern","good","Northern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,-0.212618906545028,30.005940816475,"q60","Northern","good","Northern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-1.21790479580659,100.744483614293,"q60","Northern","bad","Bad hemisphere",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
129.185,-0.601311603190367,60.9249066060282,"q60","Northern","bad","Bad hemisphere",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#b57a51"
134.825,0.123699482079333,33.8079958710366,"q60","Northern","bad","Bad hemisphere",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
140.075,-0.536506908767765,61.6072228583973,"q60","Northern","bad","Bad hemisphere",67,"Berriasian","Ber",143.1,137.05,6.05,"Warmhouse","#b57a51"
146.15,-0.0492982544580456,29.2905040497984,"q60","Northern","good","Northern",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-0.758402278477291,82.2866329783265,"q60","Northern","bad","Bad hemisphere",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
