"method_group","slope_metric","qc_name","hemisphere","group1","group2","n1","n2","median1","median2","median_diff","p_value","w_statistic","iqr1","iqr2","test_note","p_adjusted"
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","Coldhouse","Coolhouse",6,11,-0.530893100490057,-0.34025047311902,-0.190642627371037,0.0725161267893411,18,0.13303013414185,0.327258744054721,"Tested",0.120860211315568
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","Coolhouse","Transitional",11,8,-0.34025047311902,-0.173128720880052,-0.167121752238967,0.100295363724032,28,0.327258744054721,0.315438803286687,"Tested",0.143279091034332
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","Transitional","Hothouse",8,4,-0.173128720880052,-0.10313221411719,-0.0699965067628625,0.276107111017075,12,0.315438803286687,0.0780990861626731,"Tested",0.345133888771344
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","Transitional","Warmhouse",8,10,-0.173128720880052,-0.147777590853629,-0.0253511300264233,0.3779067115433,36,0.315438803286687,0.234809299991227,"Tested",0.3779067115433
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","Warmhouse","Hothouse",10,4,-0.147777590853629,-0.10313221411719,-0.0446453767364392,0.361836804915882,17,0.234809299991227,0.0780990861626731,"Tested",0.3779067115433
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coolhouse","Hothouse",9,10,-0.265409970842257,0.0815804844026141,-0.346990455244871,0.00109982353055653,7,0.198591361551402,0.304929006649757,"Tested",0.0109982353055653
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Transitional","Hothouse",10,10,-0.169249316792134,0.0815804844026141,-0.250829801194748,0.00229319604012675,12,0.161660715334832,0.304929006649757,"Tested",0.0114659802006337
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Warmhouse","Hothouse",8,10,-0.0817143730341044,0.0815804844026141,-0.163294857436719,0.0072740119336715,12,0.174307873815562,0.304929006649757,"Tested",0.0242467064455717
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coolhouse","Warmhouse",9,8,-0.265409970842257,-0.0817143730341044,-0.183695597808152,0.0375246173604008,17,0.198591361551402,0.174307873815562,"Tested",0.093811543401002
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coldhouse","Hothouse",4,10,-0.161806301560008,0.0815804844026141,-0.243386785962622,0.089554596363361,10,0.372752935852485,0.304929006649757,"Tested",0.179109192726722
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Transitional","Warmhouse",10,8,-0.169249316792134,-0.0817143730341044,-0.0875349437580297,0.133358623357958,27,0.161660715334832,0.174307873815562,"Tested",0.222264372263263
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coolhouse","Transitional",9,10,-0.265409970842257,-0.169249316792134,-0.0961606540501226,0.19563363964132,34,0.198591361551402,0.161660715334832,"Tested",0.279476628059028
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coldhouse","Warmhouse",4,8,-0.161806301560008,-0.0817143730341044,-0.0800919285259034,0.399453334821635,14,0.372752935852485,0.174307873815562,"Tested",0.499316668527044
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coldhouse","Transitional",4,10,-0.161806301560008,-0.169249316792134,0.00744301523212632,0.638163195084118,22,0.372752935852485,0.161660715334832,"Tested",0.709070216760132
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","Coldhouse","Coolhouse",4,9,-0.161806301560008,-0.265409970842257,0.103603669282249,0.756273354817983,22,0.372752935852485,0.198591361551402,"Tested",0.756273354817983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coldhouse","Transitional",10,14,-0.566292733927837,-0.0455524581044176,-0.520740275823419,0.00128264761805522,18,0.460738783772522,0.349977345877229,"Tested",0.00674547701451991
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coldhouse","Warmhouse",10,12,-0.566292733927837,-0.0866884053286157,-0.479604328599221,0.00134909540290398,14,0.460738783772522,0.324968894461578,"Tested",0.00674547701451991
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coldhouse","Hothouse",10,7,-0.566292733927837,-0.102356178432187,-0.46393655549565,0.00270695714397472,6,0.460738783772522,0.0959409286446711,"Tested",0.00865939747153313
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coolhouse","Transitional",12,14,-0.26749474005135,-0.0455524581044176,-0.221942281946932,0.00346375898861325,31,0.477823874736968,0.349977345877229,"Tested",0.00865939747153313
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coolhouse","Warmhouse",12,12,-0.26749474005135,-0.0866884053286157,-0.180806334722734,0.00828746337492664,30,0.477823874736968,0.324968894461578,"Tested",0.0165749267498533
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coolhouse","Hothouse",12,7,-0.26749474005135,-0.102356178432187,-0.165138561619163,0.0100580797332825,14,0.477823874736968,0.0959409286446711,"Tested",0.0167634662221375
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Coldhouse","Coolhouse",10,12,-0.566292733927837,-0.26749474005135,-0.298797993876487,0.060625487940369,36,0.460738783772522,0.477823874736968,"Tested",0.0866078399148129
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Transitional","Warmhouse",14,12,-0.0455524581044176,-0.0866884053286157,0.0411359472241981,0.551157427086914,86,0.349977345877229,0.324968894461578,"Tested",0.612397141207682
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Warmhouse","Hothouse",12,7,-0.0866884053286157,-0.102356178432187,0.0156677731035711,0.550440021612951,43,0.324968894461578,0.0959409286446711,"Tested",0.612397141207682
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","Transitional","Hothouse",14,7,-0.0455524581044176,-0.102356178432187,0.0568037203277692,0.712101784304394,56,0.349977345877229,0.0959409286446711,"Tested",0.712101784304394
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coldhouse","Hothouse",8,11,-0.474579585938419,0.0636806491537978,-0.538260235092217,0.00464725834535827,12,0.465151712075233,0.305259637937526,"Tested",0.0280423225281101
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Warmhouse","Hothouse",7,11,-0.163317412613793,0.0636806491537978,-0.226998061767591,0.00560846450562203,10,0.298664640301783,0.305259637937526,"Tested",0.0280423225281101
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Transitional","Hothouse",7,11,-0.129229900294849,0.0636806491537978,-0.192910549448647,0.0117819207299332,13,0.235162802966078,0.305259637937526,"Tested",0.0392730690997773
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coldhouse","Coolhouse",8,12,-0.474579585938419,-0.143136332905597,-0.331443253032823,0.0204511320798069,21,0.465151712075233,0.467270625995456,"Tested",0.0511278301995172
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coldhouse","Transitional",8,7,-0.474579585938419,-0.129229900294849,-0.34534968564357,0.135794337121687,18,0.465151712075233,0.235162802966078,"Tested",0.193991910173839
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coldhouse","Warmhouse",8,7,-0.474579585938419,-0.163317412613793,-0.311262173324627,0.112156563255577,17,0.465151712075233,0.298664640301783,"Tested",0.193991910173839
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coolhouse","Hothouse",12,11,-0.143136332905597,0.0636806491537978,-0.206816982059395,0.127435787950755,47,0.467270625995456,0.305259637937526,"Tested",0.193991910173839
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Transitional","Warmhouse",7,7,-0.129229900294849,-0.163317412613793,0.0340875123189437,0.550836606365381,25,0.235162802966078,0.298664640301783,"Tested",0.688545757956726
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coolhouse","Transitional",12,7,-0.143136332905597,-0.129229900294849,-0.0139064326107478,0.763738836553473,50,0.467270625995456,0.235162802966078,"Tested",0.81257142865833
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","Coolhouse","Warmhouse",12,7,-0.143136332905597,-0.163317412613793,0.0201810797081959,0.81257142865833,52,0.467270625995456,0.298664640301783,"Tested",0.81257142865833
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Coolhouse",5,6,-0.497299209818183,-0.190645385814683,-0.3066538240035,0.0112394366830626,2,0.151366099542741,0.165519034655206,"Tested",0.0561971834153132
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Hothouse",5,4,-0.497299209818183,-0.10313221411719,-0.394166995700993,0.00998222665260803,0,0.151366099542741,0.0780990861626731,"Tested",0.0561971834153132
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Warmhouse",5,8,-0.497299209818183,-0.169833596180744,-0.327465613637439,0.0168944196918348,5,0.151366099542741,0.245632206367001,"Tested",0.056314732306116
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Transitional",5,5,-0.497299209818183,-0.192791654886953,-0.304507554931229,0.0718360409034801,5,0.151366099542741,0.145723176539394,"Tested",0.177909594986983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Transitional","Hothouse",5,4,-0.192791654886953,-0.10313221411719,-0.0896594407697633,0.0889547974934913,4,0.145723176539394,0.0780990861626731,"Tested",0.177909594986983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Hothouse",6,4,-0.190645385814683,-0.10313221411719,-0.0875131716974925,0.120477334350785,6,0.165519034655206,0.0780990861626731,"Tested",0.200795557251308
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Warmhouse","Hothouse",8,4,-0.169833596180744,-0.10313221411719,-0.0667013820635537,0.222348115924854,11,0.245632206367001,0.0780990861626731,"Tested",0.317640165606935
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Warmhouse",6,8,-0.190645385814683,-0.169833596180744,-0.0208117896339388,0.373442816695182,21,0.165519034655206,0.245632206367001,"Tested",0.414936462994647
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Transitional","Warmhouse",5,8,-0.192791654886953,-0.169833596180744,-0.0229580587062097,0.357196518817163,17,0.145723176539394,0.245632206367001,"Tested",0.414936462994647
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Transitional",6,5,-0.190645385814683,-0.192791654886953,0.00214626907227083,0.536367763237384,15,0.165519034655206,0.145723176539394,"Tested",0.536367763237384
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Hothouse",6,6,-0.218152845793668,0.0815804844026141,-0.299733330196282,0.00411950941286232,1,0.125880531932449,0.0857735861235494,"Tested",0.0247170564771739
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Transitional","Hothouse",3,6,-0.12715947039532,0.0815804844026141,-0.208739954797934,0.0264037557080568,1,0.195066371882166,0.0857735861235494,"Tested",0.0699543585800103
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Warmhouse","Hothouse",4,6,-0.096659186404958,0.0815804844026141,-0.178239670807572,0.0349771792900052,3,0.206585648171451,0.0857735861235494,"Tested",0.0699543585800103
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Warmhouse",6,4,-0.218152845793668,-0.096659186404958,-0.12149365938871,0.227772546894665,8,0.125880531932449,0.206585648171451,"Tested",0.341658820341998
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Transitional","Warmhouse",3,4,-0.12715947039532,-0.096659186404958,-0.0305002839903619,0.297941545282589,4,0.195066371882166,0.206585648171451,"Tested",0.357529854339107
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Transitional",6,3,-0.218152845793668,-0.12715947039532,-0.090993375398348,0.448639480630042,8,0.125880531932449,0.195066371882166,"Tested",0.448639480630042
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Coolhouse",1,6,-0.0783041356451824,-0.218152845793668,0.139848710148485,NA,NA,0,0.125880531932449,"Skipped: n < 2",NA
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Transitional",1,3,-0.0783041356451824,-0.12715947039532,0.0488553347501375,NA,NA,0,0.195066371882166,"Skipped: n < 2",NA
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Warmhouse",1,4,-0.0783041356451824,-0.096659186404958,0.0183550507597756,NA,NA,0,0.206585648171451,"Skipped: n < 2",NA
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Hothouse",1,6,-0.0783041356451824,0.0815804844026141,-0.159884620047796,NA,NA,0,0.0857735861235494,"Skipped: n < 2",NA
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Transitional",7,9,-0.431872267625101,0.0189254479990342,-0.450797715624135,0.0171288844329351,11,0.445288053524482,0.498077796947084,"Tested",0.0787015066726286
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Warmhouse",7,8,-0.431872267625101,-0.0866884053286157,-0.345183862296485,0.00883613819336122,7,0.445288053524482,0.271806611835672,"Tested",0.0787015066726286
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Hothouse",7,4,-0.431872267625101,-0.117808507194857,-0.314063760430244,0.0236104520017886,3,0.445288053524482,0.0560846465461723,"Tested",0.0787015066726286
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Warmhouse",5,8,-0.413120891619191,-0.0866884053286157,-0.326432486290575,0.0461461695170366,8,0.128510832994734,0.271806611835672,"Tested",0.115365423792592
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Transitional",5,9,-0.413120891619191,0.0189254479990342,-0.432046339618225,0.0912112197258678,12,0.128510832994734,0.498077796947084,"Tested",0.152018699543113
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Hothouse",5,4,-0.413120891619191,-0.117808507194857,-0.295312384424334,0.0889547974934913,4,0.128510832994734,0.0560846465461723,"Tested",0.152018699543113
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Transitional","Warmhouse",9,8,0.0189254479990342,-0.0866884053286157,0.10561385332765,0.480813283153069,35,0.498077796947084,0.271806611835672,"Tested",0.686876118790098
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Coolhouse",5,7,-0.413120891619191,-0.431872267625101,0.01875137600591,0.627333466334599,19,0.128510832994734,0.445288053524482,"Tested",0.784166832918248
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Transitional","Hothouse",9,4,0.0189254479990342,-0.117808507194857,0.136733955193891,0.801967089645531,23,0.498077796947084,0.0560846465461723,"Tested",0.801967089645531
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Warmhouse","Hothouse",8,4,-0.0866884053286157,-0.117808507194857,0.0311201018662415,0.723892888982925,19,0.271806611835672,0.0560846465461723,"Tested",0.801967089645531
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Hothouse",2,6,-0.314193988777309,0.110398540681458,-0.424592529458767,0.0333765075848173,0,0.0688855213024755,0.295873639684799,"Tested",0.138062375264677
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Transitional","Hothouse",5,6,-0.12715947039532,0.110398540681458,-0.237558011076778,0.0414187125794032,5,0.209749952590898,0.295873639684799,"Tested",0.138062375264677
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Warmhouse","Hothouse",4,6,-0.136467084107025,0.110398540681458,-0.246865624788483,0.0349771792900052,3,0.134144565486127,0.295873639684799,"Tested",0.138062375264677
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Hothouse",7,6,-0.129705931413261,0.110398540681458,-0.240104472094719,0.0668072012688581,10,0.281634491404484,0.295873639684799,"Tested",0.167018003172145
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Warmhouse",2,4,-0.314193988777309,-0.136467084107025,-0.177726904670284,0.123579986605954,1,0.0688855213024755,0.134144565486127,"Tested",0.247159973211907
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Coolhouse",2,7,-0.314193988777309,-0.129705931413261,-0.184488057364048,0.152753543430627,3,0.0688855213024755,0.281634491404484,"Tested",0.254589239051045
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Transitional",2,5,-0.314193988777309,-0.12715947039532,-0.187034518381989,0.280637918067289,3,0.0688855213024755,0.209749952590898,"Tested",0.400911311524698
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Warmhouse",7,4,-0.129705931413261,-0.136467084107025,0.00676115269376418,0.611592997922259,15,0.281634491404484,0.134144565486127,"Tested",0.679547775469177
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Transitional","Warmhouse",5,4,-0.12715947039532,-0.136467084107025,0.00930761371170541,0.54873837491116,10,0.209749952590898,0.134144565486127,"Tested",0.679547775469177
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Transitional",7,5,-0.129705931413261,-0.12715947039532,-0.00254646101794123,0.686941260041631,20,0.281634491404484,0.209749952590898,"Tested",0.686941260041631
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Warmhouse",2,5,-0.433043793320815,-0.158986386125853,-0.274057407194963,0.087622122700003,1,0.0642554164973672,0.044112010654229,"Tested",0.306597646008466
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Hothouse",2,2,-0.433043793320815,-0.133756412682338,-0.299287380638477,0.122639058403386,0,0.0642554164973672,0.0658123068043336,"Tested",0.306597646008466
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Transitional","Warmhouse",2,5,-0.450078235688406,-0.158986386125853,-0.291091849562554,0.087622122700003,1,0.15088927227586,0.044112010654229,"Tested",0.306597646008466
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Transitional","Hothouse",2,2,-0.450078235688406,-0.133756412682338,-0.316321823006068,0.122639058403386,0,0.15088927227586,0.0658123068043336,"Tested",0.306597646008466
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Coolhouse",2,3,-0.433043793320815,-0.34025047311902,-0.0927933202017954,0.193238115385616,1,0.0642554164973672,0.164159807175798,"Tested",0.322063525642694
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coolhouse","Hothouse",3,2,-0.34025047311902,-0.133756412682338,-0.206494060436682,0.193238115385616,1,0.164159807175798,0.0658123068043336,"Tested",0.322063525642694
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coolhouse","Warmhouse",3,5,-0.34025047311902,-0.158986386125853,-0.181264086993167,0.275492493792547,5,0.164159807175798,0.044112010654229,"Tested",0.393560705417924
