"method_group","slope_metric","qc_name","hemisphere","group1","group2","n1","n2","median1","median2","median_diff","p_value","w_statistic","iqr1","iqr2","test_note","p_adjusted"
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Warmhouse",5,10,-0.497299209818183,-0.147777590853629,-0.349521618964553,0.00846435324304378,5,0.151366099542741,0.234809299991227,"Tested",0.0423217662152189
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Coolhouse",5,8,-0.497299209818183,-0.190645385814683,-0.3066538240035,0.0336389802691745,7,0.151366099542741,0.202149079698684,"Tested",0.112129934230582
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coldhouse","Transitional",5,8,-0.497299209818183,-0.173128720880052,-0.32417048893813,0.0821646397690332,10,0.151366099542741,0.302319632443623,"Tested",0.164329279538066
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Hothouse",8,6,-0.190645385814683,-0.117808507194857,-0.0728368786198254,0.0688191275540914,12,0.202149079698684,0.102650009788699,"Tested",0.164329279538066
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Warmhouse",8,10,-0.190645385814683,-0.147777590853629,-0.0428677949610533,0.133358623357958,27,0.202149079698684,0.234809299991227,"Tested",0.222264372263263
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Coolhouse","Transitional",8,8,-0.190645385814683,-0.173128720880052,-0.01751666493463,0.281761858238859,26,0.202149079698684,0.302319632443623,"Tested",0.39313280666642
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Transitional","Warmhouse",8,10,-0.173128720880052,-0.147777590853629,-0.0253511300264233,0.3779067115433,36,0.302319632443623,0.234809299991227,"Tested",0.39313280666642
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Transitional","Hothouse",8,6,-0.173128720880052,-0.117808507194857,-0.0553202136851953,0.325689223238196,20,0.302319632443623,0.102650009788699,"Tested",0.39313280666642
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","Warmhouse","Hothouse",10,6,-0.147777590853629,-0.117808507194857,-0.029969083658772,0.39313280666642,27,0.234809299991227,0.102650009788699,"Tested",0.39313280666642
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Hothouse",9,7,-0.265409970842257,0.0636806491537978,-0.329090619996055,0.000747797896348794,1,0.198591361551402,0.081654004999888,"Tested",0.00747797896348794
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Transitional",9,4,-0.265409970842257,-0.106775501266284,-0.158634469575973,0.0126301508160062,3,0.198591361551402,0.0748539660461828,"Tested",0.0631507540800311
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Transitional","Hothouse",4,7,-0.106775501266284,0.0636806491537978,-0.170456150420081,0.0363004697249787,4,0.0748539660461828,0.081654004999888,"Tested",0.121001565749929
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coolhouse","Warmhouse",9,5,-0.265409970842257,-0.0300009601961232,-0.235409010646133,0.054799291699558,10,0.198591361551402,0.195778677582169,"Tested",0.136998229248895
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Warmhouse","Hothouse",5,7,-0.0300009601961232,0.0636806491537978,-0.093681609349921,0.0969382153710313,9,0.195778677582169,0.081654004999888,"Tested",0.193876430742063
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Hothouse",3,7,-0.0783041356451824,0.0636806491537978,-0.14198478479898,0.247062272204632,7,0.312248924618542,0.081654004999888,"Tested",0.411770453674387
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Warmhouse",3,5,-0.0783041356451824,-0.0300009601961232,-0.0483031754490592,0.617202758002118,8,0.312248924618542,0.195778677582169,"Tested",0.771503447502647
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Transitional","Warmhouse",4,5,-0.106775501266284,-0.0300009601961232,-0.0767745410701604,0.54873837491116,10,0.0748539660461828,0.195778677582169,"Tested",0.771503447502647
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Transitional",3,4,-0.0783041356451824,-0.106775501266284,0.0284713656211012,0.702058454717411,7,0.312248924618542,0.0748539660461828,"Tested",0.780064949686012
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","Coldhouse","Coolhouse",3,9,-0.0783041356451824,-0.265409970842257,0.187105835197074,0.866371253422806,19,0.312248924618542,0.198591361551402,"Tested",0.866371253422806
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Transitional",7,12,-0.497299209818183,-0.0129289721117843,-0.484370237706398,0.00800495341268626,13,0.175338099706517,0.319706268103254,"Tested",0.0297351597366379
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Warmhouse",7,11,-0.497299209818183,-0.136568795581406,-0.360730414236777,0.0148675798683189,14,0.175338099706517,0.319197544084936,"Tested",0.0297351597366379
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Hothouse",7,6,-0.497299209818183,-0.0876798853545196,-0.409619324463663,0.0134045653577979,5,0.175338099706517,0.056325694098476,"Tested",0.0297351597366379
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Transitional",7,12,-0.34025047311902,-0.0129289721117843,-0.327321501007236,0.00388117280327845,10,0.540131525437069,0.319706268103254,"Tested",0.0297351597366379
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Hothouse",7,6,-0.34025047311902,-0.0876798853545196,-0.2525705877645,0.00920808028815198,4,0.540131525437069,0.056325694098476,"Tested",0.0297351597366379
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coolhouse","Warmhouse",7,11,-0.34025047311902,-0.136568795581406,-0.203681677537614,0.0231599203223032,16,0.540131525437069,0.319197544084936,"Tested",0.0385998672038387
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Warmhouse","Hothouse",11,6,-0.136568795581406,-0.0876798853545196,-0.0488889102268861,0.362507916242937,29,0.319197544084936,0.056325694098476,"Tested",0.517868451775624
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Coldhouse","Coolhouse",7,7,-0.497299209818183,-0.34025047311902,-0.157048736699163,0.449163393634619,23,0.175338099706517,0.540131525437069,"Tested",0.561454242043274
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Transitional","Warmhouse",12,11,-0.0129289721117843,-0.136568795581406,0.123639823469621,0.796975775447637,79,0.319706268103254,0.319197544084936,"Tested",0.796975775447637
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","Transitional","Hothouse",12,6,-0.0129289721117843,-0.0876798853545196,0.0747509132427354,0.787012444243197,44,0.319706268103254,0.056325694098476,"Tested",0.796975775447637
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Hothouse",4,8,-0.314193988777309,0.110398540681458,-0.424592529458767,0.00689471306565113,1,0.225272163491681,0.381409667673913,"Tested",0.0392999505250615
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Warmhouse","Hothouse",5,8,-0.163317412613793,0.110398540681458,-0.273715953295251,0.0078599901050123,3,0.233398270335269,0.381409667673913,"Tested",0.0392999505250615
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Coolhouse",4,6,-0.314193988777309,0.0159085606712884,-0.330102549448597,0.0549097044076186,4,0.225272163491681,0.67970616384833,"Tested",0.137274261019047
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Transitional","Hothouse",4,8,-0.106775501266284,0.110398540681458,-0.217174041947742,0.0533185289012817,6,0.161618594217541,0.381409667673913,"Tested",0.137274261019047
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Transitional",4,4,-0.314193988777309,-0.106775501266284,-0.207418487511025,0.235243211029395,5,0.225272163491681,0.161618594217541,"Tested",0.45024281217285
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coldhouse","Warmhouse",4,5,-0.314193988777309,-0.163317412613793,-0.150876576163516,0.27014568730371,7,0.225272163491681,0.233398270335269,"Tested",0.45024281217285
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Hothouse",6,8,0.0159085606712884,0.110398540681458,-0.0944899800101698,0.373442816695182,21,0.67970616384833,0.381409667673913,"Tested",0.533489738135974
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Transitional",6,4,0.0159085606712884,-0.106775501266284,0.122684061937572,0.831322174111819,16,0.67970616384833,0.161618594217541,"Tested",0.914548239884601
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Coolhouse","Warmhouse",6,5,0.0159085606712884,-0.163317412613793,0.179225973285081,0.914548239884601,22,0.67970616384833,0.233398270335269,"Tested",0.914548239884601
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","Transitional","Warmhouse",4,5,-0.106775501266284,-0.163317412613793,0.0565419113475091,0.80436636035868,13,0.161618594217541,0.233398270335269,"Tested",0.914548239884601
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Transitional",4,6,-0.455210050718687,-0.122806660097305,-0.332403390621382,0.0549097044076186,4,0.112961263616817,0.253915371946608,"Tested",0.183032348025395
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Warmhouse",4,8,-0.455210050718687,-0.169833596180744,-0.285376454537943,0.0372657855273097,5,0.112961263616817,0.245632206367001,"Tested",0.183032348025395
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Hothouse",4,3,-0.455210050718687,-0.0730035922768525,-0.382206458441834,0.0259149636089548,0,0.112961263616817,0.0658123068043336,"Tested",0.183032348025395
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coolhouse","Hothouse",4,3,-0.263401118882353,-0.0730035922768525,-0.1903975266055,0.10796246947007,2,0.235163436027133,0.0658123068043336,"Tested",0.269906173675175
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coldhouse","Coolhouse",4,4,-0.455210050718687,-0.263401118882353,-0.191808931836334,0.156160710838108,4,0.112961263616817,0.235163436027133,"Tested",0.281129709813635
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","Coolhouse","Transitional",4,6,-0.263401118882353,-0.122806660097305,-0.140594458785048,0.168677825888181,7,0.235163436027133,0.253915371946608,"Tested",0.281129709813635
